Minute von Zeitstempel;Summe endverbrauchte Energie;Zeitstempel;Summe produzierte Energie;Summe verbrauchte Energie
6. Dezember 2010 12:30;2259473;06.12.2010 12:30:00;2689918;2385538
17. Februar 2011 10:30;2244754;17.02.2011 10:30:00;2166714;2385599
15. Januar 2010 12:00;2248416;15.01.2010 12:00:00;2258651;2385600
6. Dezember 2010 19:15;2249948;06.12.2010 19:15:00;2875983;2385629
24. November 2010 10:30;2241036;24.11.2010 10:30:00;2420201;2385669
20. Januar 2021 10:30;2257127;20.01.2021 10:30:00;2433786;2385681
8. Dezember 2020 18:30;2214356;08.12.2020 18:30:00;2290848;2385764
15. Februar 2021 12:00;2255118;15.02.2021 12:00:00;2354636;2385765
4. Dezember 2020 12:30;2251401;04.12.2020 12:30:00;2631642;2385884
30. November 2020 10:00;2265409;30.11.2020 10:00:00;2469452;2385893
2. Dezember 2020 13:15;2261408;02.12.2020 13:15:00;3007691;2385906
5. Januar 2011 10:15;2262151;05.01.2011 10:15:00;2092216;2385935
24. Januar 2020 10:45;2256730;24.01.2020 10:45:00;2915835;2385958
28. Januar 2021 12:30;2241718;28.01.2021 12:30:00;2081438;2385966
13. Januar 2010 08:15;2262294;13.01.2010 08:15:00;2144386;2385968
15. Februar 2010 12:15;2252409;15.02.2010 12:15:00;2161134;2386019
4. Dezember 2019 10:00;2264600;04.12.2019 10:00:00;2931428;2386044
3. Dezember 2010 14:15;2264814;03.12.2010 14:15:00;2727482;2386054
10. März 2010 12:15;2256555;10.03.2010 12:15:00;2313512;2386324
11. Februar 2021 12:30;2254889;11.02.2021 12:30:00;2519058;2386374
4. Februar 2011 11:00;2251011;04.02.2011 11:00:00;2221027;2386388
12. März 2010 10:15;2249262;12.03.2010 10:15:00;2340107;2386463
11. März 2010 13:30;2246153;11.03.2010 13:30:00;2123023;2386482
21. Januar 2011 14:00;2258266;21.01.2011 14:00:00;2110910;2386502
26. Januar 2011 07:45;2245327;26.01.2011 07:45:00;2126160;2386510
20. Januar 2021 09:30;2259916;20.01.2021 09:30:00;2606845;2386547
15. Januar 2021 10:00;2241356;15.01.2021 10:00:00;2973141;2386551
20. Januar 2021 18:30;2223703;20.01.2021 18:30:00;2126507;2386596
18. Januar 2021 09:15;2253795;18.01.2021 09:15:00;2786143;2386621
22. Februar 2011 18:30;2247915;22.02.2011 18:30:00;2381983;2386657
8. März 2010 11:00;2242229;08.03.2010 11:00:00;2497959;2386661
22. Januar 2010 08:45;2247945;22.01.2010 08:45:00;2137427;2386699
1. Dezember 2020 18:45;2258092;01.12.2020 18:45:00;3035348;2386699
11. Dezember 2019 09:45;2257184;11.12.2019 09:45:00;3172438;2386721
10. März 2020 12:00;2247271;10.03.2020 12:00:00;2131600;2386727
29. Januar 2010 11:30;2251093;29.01.2010 11:30:00;2417054;2386757
21. Januar 2010 10:45;2249255;21.01.2010 10:45:00;2248135;2386759
3. Dezember 2020 12:00;2259097;03.12.2020 12:00:00;2645157;2386776
29. November 2010 09:30;2242136;29.11.2010 09:30:00;2635972;2386792
3. März 2011 11:00;2237919;03.03.2011 11:00:00;2034305;2386839
17. Dezember 2010 15:00;2258264;17.12.2010 15:00:00;2581021;2386844
2. Februar 2010 10:45;2253818;02.02.2010 10:45:00;2467478;2386887
5. Dezember 2019 10:00;2264370;05.12.2019 10:00:00;2696828;2386899
2. Dezember 2010 14:30;2241858;02.12.2010 14:30:00;2904288;2386930
29. Januar 2010 18:00;2244246;29.01.2010 18:00:00;2147458;2386973
7. Dezember 2010 17:45;2253829;07.12.2010 17:45:00;2953536;2386994
24. November 2010 18:00;2245879;24.11.2010 18:00:00;2817950;2386999
3. März 2011 11:30;2237775;03.03.2011 11:30:00;2010858;2387002
23. November 2010 18:00;2249965;23.11.2010 18:00:00;2642023;2387009
3. Februar 2010 09:15;2243454;03.02.2010 09:15:00;2361005;2387104
11. Dezember 2019 11:30;2261756;11.12.2019 11:30:00;2845301;2387117
19. Januar 2010 09:30;2244281;19.01.2010 09:30:00;2331292;2387239
29. Januar 2020 11:45;2252762;29.01.2020 11:45:00;2605297;2387243
3. Februar 2010 11:15;2243769;03.02.2010 11:15:00;2435937;2387254
3. Dezember 2010 12:45;2250544;03.12.2010 12:45:00;2829671;2387274
23. Januar 2020 08:00;2265185;23.01.2020 08:00:00;3206779;2387312
10. Dezember 2020 16:45;2238702;10.12.2020 16:45:00;2810452;2387315
11. Januar 2011 17:45;2245642;11.01.2011 17:45:00;2463845;2387334
22. Januar 2010 10:30;2246066;22.01.2010 10:30:00;2093624;2387375
2. Dezember 2020 09:45;2260919;02.12.2020 09:45:00;2907957;2387466
13. Januar 2010 12:15;2263033;13.01.2010 12:15:00;2069731;2387488
6. Dezember 2019 08:30;2254875;06.12.2019 08:30:00;3385822;2387502
3. Dezember 2020 11:45;2260893;03.12.2020 11:45:00;2631455;2387529
4. Januar 2011 09:30;2254445;04.01.2011 09:30:00;2115487;2387606
8. Januar 2010 12:00;2262162;08.01.2010 12:00:00;2531975;2387655
3. Januar 2011 19:15;2250271;03.01.2011 19:15:00;2402948;2387664
28. Januar 2010 12:30;2251113;28.01.2010 12:30:00;2130194;2387695
11. März 2010 09:15;2251365;11.03.2010 09:15:00;2465165;2387805
2. Februar 2010 11:30;2256011;02.02.2010 11:30:00;2368355;2387859
8. März 2010 10:30;2246293;08.03.2010 10:30:00;2507335;2387942
9. Februar 2010 11:30;2256867;09.02.2010 11:30:00;2557955;2388040
2. März 2011 10:45;2237713;02.03.2011 10:45:00;2022244;2388076
12. Februar 2021 19:15;2264158;12.02.2021 19:15:00;3050897;2388109
11. Dezember 2020 12:45;2256583;11.12.2020 12:45:00;2417662;2388125
29. November 2010 11:15;2247876;29.11.2010 11:15:00;2616827;2388130
15. Januar 2021 10:15;2244875;15.01.2021 10:15:00;2951268;2388157
5. Februar 2010 09:45;2246003;05.02.2010 09:45:00;2286151;2388185
25. Januar 2021 11:00;2267957;25.01.2021 11:00:00;2851437;2388196
3. Februar 2010 08:45;2245586;03.02.2010 08:45:00;2226020;2388245
25. Februar 2011 09:00;2246602;25.02.2011 09:00:00;1910372;2388328
1. Dezember 2020 12:45;2257998;01.12.2020 12:45:00;2636889;2388413
30. November 2020 12:15;2263733;30.11.2020 12:15:00;2425110;2388431
21. Februar 2011 09:45;2236350;21.02.2011 09:45:00;2008596;2388436
9. März 2010 18:45;2246329;09.03.2010 18:45:00;2338367;2388473
27. Januar 2021 16:15;2208008;27.01.2021 16:15:00;2996082;2388493
11. Februar 2021 13:15;2254353;11.02.2021 13:15:00;2349555;2388515
12. März 2010 10:45;2260480;12.03.2010 10:45:00;2337945;2388594
30. November 2010 14:30;2263090;30.11.2010 14:30:00;2565902;2388625
25. Januar 2021 10:30;2265453;25.01.2021 10:30:00;2943526;2388714
9. Dezember 2010 11:30;2264073;09.12.2010 11:30:00;2325962;2388726
9. Februar 2010 10:15;2250884;09.02.2010 10:15:00;2566198;2388754
22. Januar 2010 10:15;2244257;22.01.2010 10:15:00;2092662;2388779
22. November 2010 11:30;2248235;22.11.2010 11:30:00;2220376;2388826
15. Februar 2010 08:45;2251860;15.02.2010 08:45:00;2480175;2388836
3. Februar 2011 19:30;2241535;03.02.2011 19:30:00;2210207;2388849
21. Januar 2010 18:15;2253967;21.01.2010 18:15:00;2625857;2388852
21. Januar 2010 08:45;2246077;21.01.2010 08:45:00;2248243;2388877
5. Dezember 2019 09:30;2261455;05.12.2019 09:30:00;2713656;2388884
18. Januar 2021 09:00;2256517;18.01.2021 09:00:00;2806588;2388886
9. Februar 2010 09:45;2255291;09.02.2010 09:45:00;2575449;2388890
11. März 2010 14:00;2252627;11.03.2010 14:00:00;2121672;2388898
25. Februar 2011 10:00;2252393;25.02.2011 10:00:00;1901754;2388908
3. Dezember 2019 09:00;2258536;03.12.2019 09:00:00;3399063;2388948
5. Januar 2010 18:15;2260131;05.01.2010 18:15:00;2632753;2388987
11. Januar 2010 08:45;2258042;11.01.2010 08:45:00;2634867;2389016
22. Januar 2020 11:45;2271384;22.01.2020 11:45:00;3350547;2389029
24. Januar 2011 12:45;2248927;24.01.2011 12:45:00;2560993;2389057
1. März 2011 10:30;2249774;01.03.2011 10:30:00;2016198;2389065
9. März 2010 14:00;2249947;09.03.2010 14:00:00;1962145;2389081
2. März 2011 10:15;2234800;02.03.2011 10:15:00;2014388;2389130
14. Januar 2010 18:00;2258293;14.01.2010 18:00:00;2427504;2389182
26. November 2010 08:45;2251397;26.11.2010 08:45:00;2668791;2389215
24. Januar 2020 08:15;2265216;24.01.2020 08:15:00;3182390;2389313
31. Januar 2011 15:45;2251746;31.01.2011 15:45:00;2965584;2389330
21. Dezember 2010 17:45;2258236;21.12.2010 17:45:00;3041502;2389351
3. Dezember 2020 17:45;2263027;03.12.2020 17:45:00;2392227;2389386
31. Januar 2011 19:30;2252711;31.01.2011 19:30:00;3000026;2389531
16. Februar 2011 10:30;2253734;16.02.2011 10:30:00;2328742;2389568
4. Dezember 2019 12:00;2268119;04.12.2019 12:00:00;2686105;2389608
4. Dezember 2020 11:00;2255483;04.12.2020 11:00:00;2756157;2389670
12. Januar 2010 09:15;2251244;12.01.2010 09:15:00;2930395;2389763
27. Januar 2010 13:15;2249971;27.01.2010 13:15:00;2375465;2389817
30. November 2020 18:30;2258281;30.11.2020 18:30:00;2772356;2389841
3. Dezember 2020 18:30;2261592;03.12.2020 18:30:00;2404251;2389848
31. Januar 2011 15:15;2258365;31.01.2011 15:15:00;2946266;2389883
20. Januar 2021 18:45;2225049;20.01.2021 18:45:00;2130733;2389895
2. Februar 2010 09:15;2258108;02.02.2010 09:15:00;2480473;2389896
11. Februar 2010 13:30;2242721;11.02.2010 13:30:00;2287334;2389934
27. Januar 2010 14:00;2258148;27.01.2010 14:00:00;2363469;2389935
24. Februar 2011 08:45;2242781;24.02.2011 08:45:00;2052627;2389953
19. Januar 2010 18:30;2253159;19.01.2010 18:30:00;2587727;2389964
3. Dezember 2020 18:00;2266444;03.12.2020 18:00:00;2401284;2390047
1. Februar 2011 16:00;2244045;01.02.2011 16:00:00;2659275;2390053
10. Dezember 2010 18:45;2244839;10.12.2010 18:45:00;2835559;2390188
13. Dezember 2010 08:00;2254117;13.12.2010 08:00:00;2419531;2390197
24. Februar 2011 19:15;2242338;24.02.2011 19:15:00;2159736;2390252
6. Dezember 2010 08:30;2255854;06.12.2010 08:30:00;2552697;2390352
15. Februar 2010 19:30;2262731;15.02.2010 19:30:00;2448613;2390398
22. Januar 2020 11:00;2270376;22.01.2020 11:00:00;3351697;2390400
11. März 2010 19:15;2256571;11.03.2010 19:15:00;2353647;2390436
20. Januar 2011 19:30;2254480;20.01.2011 19:30:00;2425710;2390449
25. Januar 2010 09:45;2258233;25.01.2010 09:45:00;2539119;2390520
3. Dezember 2020 10:15;2262388;03.12.2020 10:15:00;2681173;2390561
3. Dezember 2019 08:45;2263041;03.12.2019 08:45:00;3420912;2390735
12. März 2010 11:00;2257984;12.03.2010 11:00:00;2330770;2390741
4. März 2010 11:45;2233846;04.03.2010 11:45:00;2220793;2390757
1. Februar 2010 11:15;2256546;01.02.2010 11:15:00;2539088;2390758
1. Dezember 2020 17:00;2253835;01.12.2020 17:00:00;2771915;2390769
21. Januar 2011 13:45;2259310;21.01.2011 13:45:00;2111308;2390815
15. Januar 2021 18:00;2264196;15.01.2021 18:00:00;3212817;2390841
28. Januar 2010 13:15;2251561;28.01.2010 13:15:00;2078873;2390865
24. November 2010 10:45;2251155;24.11.2010 10:45:00;2429637;2390870
1. März 2011 10:45;2243301;01.03.2011 10:45:00;2010938;2390887
14. Januar 2021 17:45;2244275;14.01.2021 17:45:00;2743251;2390894
25. Januar 2011 14:00;2257566;25.01.2011 14:00:00;2138627;2390920
20. Januar 2021 10:00;2263501;20.01.2021 10:00:00;2588478;2390936
21. Januar 2011 13:15;2256409;21.01.2011 13:15:00;2112453;2390941
6. Dezember 2019 09:45;2259500;06.12.2019 09:45:00;3150786;2390969
10. Dezember 2010 14:15;2263411;10.12.2010 14:15:00;1969787;2390974
5. Dezember 2019 10:15;2264949;05.12.2019 10:15:00;2558633;2390974
12. Januar 2010 08:15;2254806;12.01.2010 08:15:00;2801046;2391036
18. Januar 2011 12:00;2267102;18.01.2011 12:00:00;2212431;2391037
28. Februar 2011 11:30;2256562;28.02.2011 11:30:00;2137255;2391061
2. Dezember 2010 16:30;2256954;02.12.2010 16:30:00;2977401;2391200
12. Dezember 2019 18:00;2260751;12.12.2019 18:00:00;3162978;2391247
22. Januar 2010 10:45;2250905;22.01.2010 10:45:00;2093659;2391310
29. Januar 2010 08:45;2255016;29.01.2010 08:45:00;2302413;2391372
3. Februar 2011 17:45;2251915;03.02.2011 17:45:00;2167587;2391426
10. März 2010 18:45;2241954;10.03.2010 18:45:00;2549866;2391441
13. Dezember 2019 09:45;2252951;13.12.2019 09:45:00;2773738;2391482
10. Januar 2011 11:30;2263799;10.01.2011 11:30:00;2305486;2391506
10. Dezember 2010 17:00;2253474;10.12.2010 17:00:00;2229216;2391538
1. Februar 2011 15:45;2247269;01.02.2011 15:45:00;2670975;2391540
22. Januar 2010 09:30;2248656;22.01.2010 09:30:00;2096806;2391593
15. Februar 2021 09:15;2260626;15.02.2021 09:15:00;2768707;2391611
3. Dezember 2010 16:45;2255535;03.12.2010 16:45:00;2809393;2391640
28. Januar 2021 08:30;2210008;28.01.2021 08:30:00;2722390;2391666
22. Januar 2010 09:00;2247558;22.01.2010 09:00:00;2130137;2391686
27. Januar 2010 12:30;2252422;27.01.2010 12:30:00;2531289;2391743
15. Februar 2021 10:00;2265054;15.02.2021 10:00:00;2790197;2391746
2. Februar 2010 18:00;2256023;02.02.2010 18:00:00;2332936;2391764
11. Dezember 2020 14:00;2254038;11.12.2020 14:00:00;2302720;2391805
26. November 2010 10:00;2253507;26.11.2010 10:00:00;2765370;2391813
6. Dezember 2019 08:45;2260045;06.12.2019 08:45:00;3364633;2391906
19. Januar 2011 11:15;2251164;19.01.2011 11:15:00;2363089;2391909
12. März 2010 10:30;2263911;12.03.2010 10:30:00;2336806;2391909
2. Februar 2010 08:30;2256375;02.02.2010 08:30:00;2341704;2391997
4. Dezember 2019 11:45;2272560;04.12.2019 11:45:00;2693760;2392009
9. Februar 2010 10:45;2253806;09.02.2010 10:45:00;2572661;2392014
2. März 2011 12:00;2236773;02.03.2011 12:00:00;2003998;2392058
31. Januar 2011 15:30;2259299;31.01.2011 15:30:00;2965872;2392159
19. Januar 2011 09:45;2254329;19.01.2011 09:45:00;2389658;2392175
26. Januar 2010 14:15;2258287;26.01.2010 14:15:00;2557033;2392181
20. Januar 2021 09:00;2268335;20.01.2021 09:00:00;2544475;2392210
25. Februar 2011 11:15;2245917;25.02.2011 11:15:00;1891927;2392278
3. Dezember 2020 18:15;2264264;03.12.2020 18:15:00;2402312;2392284
4. Februar 2011 09:45;2258523;04.02.2011 09:45:00;2252972;2392353
28. Februar 2011 10:15;2252702;28.02.2011 10:15:00;2145543;2392422
18. Januar 2021 11:30;2264596;18.01.2021 11:30:00;2560645;2392467
4. Dezember 2020 10:30;2256382;04.12.2020 10:30:00;2750296;2392474
20. Dezember 2010 11:45;2268723;20.12.2010 11:45:00;2647115;2392477
29. Januar 2010 18:15;2250755;29.01.2010 18:15:00;2366222;2392486
21. Januar 2010 18:30;2253122;21.01.2010 18:30:00;2664466;2392502
9. März 2010 14:15;2252770;09.03.2010 14:15:00;2101451;2392518
3. Dezember 2020 09:45;2263625;03.12.2020 09:45:00;2875724;2392524
21. Dezember 2010 17:30;2263346;21.12.2010 17:30:00;3045824;2392546
19. Januar 2010 18:00;2255723;19.01.2010 18:00:00;2489952;2392552
20. Dezember 2010 09:45;2254682;20.12.2010 09:45:00;2464792;2392636
22. Januar 2020 08:15;2266367;22.01.2020 08:15:00;3292421;2392643
20. Januar 2010 08:30;2245798;20.01.2010 08:30:00;2144565;2392645
27. Januar 2021 08:15;2264534;27.01.2021 08:15:00;2604143;2392699
18. Januar 2021 11:00;2264398;18.01.2021 11:00:00;2640736;2392715
26. November 2010 11:30;2256849;26.11.2010 11:30:00;2658868;2392722
12. Dezember 2019 17:30;2262091;12.12.2019 17:30:00;3171657;2392774
11. Januar 2021 19:15;2263538;11.01.2021 19:15:00;2934139;2392775
23. Februar 2011 19:00;2254780;23.02.2011 19:00:00;2368748;2392852
1. Dezember 2020 15:00;2224774;01.12.2020 15:00:00;2636553;2392854
22. Februar 2011 09:00;2246598;22.02.2011 09:00:00;2117085;2392960
21. Dezember 2010 17:15;2261040;21.12.2010 17:15:00;3032444;2392974
12. Januar 2021 16:30;2247708;12.01.2021 16:30:00;2834747;2393001
28. Februar 2011 10:00;2254142;28.02.2011 10:00:00;2178702;2393026
15. Januar 2021 10:45;2248885;15.01.2021 10:45:00;2936759;2393044
3. März 2011 12:00;2247351;03.03.2011 12:00:00;2016380;2393055
28. Februar 2011 11:00;2256613;28.02.2011 11:00:00;2152871;2393064
20. Januar 2020 09:00;2275154;20.01.2020 09:00:00;3294668;2393070
19. Januar 2010 10:15;2254560;19.01.2010 10:15:00;2360251;2393119
10. März 2010 08:45;2255875;10.03.2010 08:45:00;2577297;2393232
1. Februar 2011 16:15;2249904;01.02.2011 16:15:00;2623918;2393258
13. Januar 2011 11:45;2265366;13.01.2011 11:45:00;2145435;2393276
28. Januar 2021 08:45;2210270;28.01.2021 08:45:00;2718314;2393344
20. Dezember 2010 18:30;2266641;20.12.2010 18:30:00;3031708;2393345
4. Februar 2011 11:45;2258569;04.02.2011 11:45:00;2229131;2393357
27. Januar 2021 16:00;2212536;27.01.2021 16:00:00;2845099;2393367
24. November 2010 11:00;2254939;24.11.2010 11:00:00;2440298;2393408
11. Februar 2021 18:00;2266791;11.02.2021 18:00:00;2871127;2393471
11. Dezember 2019 10:00;2264151;11.12.2019 10:00:00;3173189;2393477
23. Februar 2011 08:30;2253276;23.02.2011 08:30:00;2092813;2393555
2. Februar 2010 08:45;2263798;02.02.2010 08:45:00;2357065;2393560
9. Dezember 2020 10:00;2248739;09.12.2020 10:00:00;2741660;2393615
2. März 2011 10:30;2245260;02.03.2011 10:30:00;2030129;2393659
12. Januar 2010 08:30;2258348;12.01.2010 08:30:00;2841218;2393669
3. Dezember 2020 10:00;2261842;03.12.2020 10:00:00;2859874;2393670
22. Februar 2011 19:00;2253311;22.02.2011 19:00:00;2387258;2393679
12. Februar 2010 18:15;2254060;12.02.2010 18:15:00;2614318;2393682
28. Januar 2010 14:15;2252000;28.01.2010 14:15:00;2081693;2393696
10. Dezember 2010 12:30;2269351;10.12.2010 12:30:00;2312908;2393704
20. Januar 2010 12:15;2259775;20.01.2010 12:15:00;2152688;2393757
13. Januar 2010 09:45;2261124;13.01.2010 09:45:00;2252905;2393765
27. Januar 2021 17:45;2248834;27.01.2021 17:45:00;3137713;2393788
10. Dezember 2020 18:45;2267692;10.12.2020 18:45:00;2876688;2393859
20. Januar 2021 10:15;2265525;20.01.2021 10:15:00;2463812;2393875
25. Januar 2010 10:00;2255770;25.01.2010 10:00:00;2555990;2393902
15. Februar 2021 09:30;2264261;15.02.2021 09:30:00;2803116;2394041
15. Januar 2010 11:45;2260962;15.01.2010 11:45:00;2288899;2394124
26. November 2010 10:45;2257021;26.11.2010 10:45:00;2734592;2394139
10. März 2020 11:45;2255632;10.03.2020 11:45:00;2138796;2394170
28. Februar 2011 10:45;2253615;28.02.2011 10:45:00;2148476;2394211
24. Januar 2020 11:00;2272732;24.01.2020 11:00:00;2920860;2394250
24. Februar 2011 09:15;2242145;24.02.2011 09:15:00;1998183;2394293
30. November 2020 10:15;2270367;30.11.2020 10:15:00;2516904;2394297
17. Januar 2011 12:00;2262356;17.01.2011 12:00:00;2194796;2394341
17. Februar 2011 11:30;2244990;17.02.2011 11:30:00;2194681;2394405
4. Februar 2011 08:30;2259660;04.02.2011 08:30:00;2191072;2394448
2. Dezember 2020 13:45;2266890;02.12.2020 13:45:00;3013220;2394454
21. Januar 2010 11:00;2253804;21.01.2010 11:00:00;2254264;2394459
11. Dezember 2019 10:45;2271763;11.12.2019 10:45:00;3016772;2394467
26. November 2010 09:45;2252376;26.11.2010 09:45:00;2769121;2394480
13. Januar 2010 08:45;2261943;13.01.2010 08:45:00;2163790;2394493
16. Februar 2011 10:00;2252297;16.02.2011 10:00:00;2441905;2394509
9. Februar 2010 12:00;2260575;09.02.2010 12:00:00;2553004;2394535
11. Dezember 2019 10:15;2271154;11.12.2019 10:15:00;3050664;2394658
20. Dezember 2010 12:00;2260135;20.12.2010 12:00:00;2646559;2394661
9. März 2010 19:15;2251776;09.03.2010 19:15:00;2428794;2394722
1. Februar 2010 08:15;2259816;01.02.2010 08:15:00;2309866;2394803
4. Februar 2011 12:00;2245978;04.02.2011 12:00:00;2203483;2394873
29. November 2010 19:15;2261275;29.11.2010 19:15:00;2752155;2394971
9. Dezember 2010 10:30;2267165;09.12.2010 10:30:00;2338318;2394997
5. Februar 2010 12:15;2254391;05.02.2010 12:15:00;2199313;2395010
11. Februar 2010 08:30;2253121;11.02.2010 08:30:00;2284957;2395109
12. Januar 2021 16:45;2250297;12.01.2021 16:45:00;2837606;2395111
14. Dezember 2010 20:15;2265746;14.12.2010 20:15:00;2540499;2395155
21. Februar 2011 10:00;2248175;21.02.2011 10:00:00;2013828;2395162
4. Februar 2011 10:30;2254961;04.02.2011 10:30:00;2236596;2395162
9. März 2010 13:15;2257262;09.03.2010 13:15:00;1970725;2395260
25. Januar 2010 18:00;2253278;25.01.2010 18:00:00;2668079;2395284
11. März 2010 09:00;2255480;11.03.2010 09:00:00;2390472;2395290
10. März 2010 09:15;2252632;10.03.2010 09:15:00;2629728;2395330
16. Februar 2010 11:15;2251023;16.02.2010 11:15:00;2484598;2395334
22. Februar 2011 09:30;2248515;22.02.2011 09:30:00;2060669;2395417
4. Januar 2011 12:15;2264045;04.01.2011 12:15:00;1999013;2395421
12. Januar 2011 11:45;2261095;12.01.2011 11:45:00;2074700;2395429
3. März 2011 11:45;2249033;03.03.2011 11:45:00;2027205;2395475
10. Dezember 2010 14:00;2263113;10.12.2010 14:00:00;2128002;2395534
1. Februar 2011 16:30;2259903;01.02.2011 16:30:00;2643435;2395712
27. Januar 2021 19:00;2250119;27.01.2021 19:00:00;3206719;2395763
10. Februar 2010 08:45;2247679;10.02.2010 08:45:00;2495293;2395791
24. Januar 2011 14:00;2257058;24.01.2011 14:00:00;2481342;2395841
26. Oktober 2020 12:00;2191523;26.10.2020 12:00:00;2152752;2395881
25. Februar 2011 11:00;2257514;25.02.2011 11:00:00;1907460;2396013
31. Januar 2011 12:45;2267156;31.01.2011 12:45:00;2651794;2396052
2. Dezember 2020 12:30;2269077;02.12.2020 12:30:00;3040767;2396111
17. Dezember 2010 14:45;2263878;17.12.2010 14:45:00;2591785;2396137
23. Februar 2011 10:30;2249680;23.02.2011 10:30:00;2097136;2396140
18. Januar 2021 09:45;2263150;18.01.2021 09:45:00;2792352;2396209
14. Januar 2021 18:30;2247026;14.01.2021 18:30:00;2602461;2396221
12. Dezember 2019 17:45;2262613;12.12.2019 17:45:00;3178173;2396265
3. Februar 2010 09:00;2254199;03.02.2010 09:00:00;2235838;2396289
21. Januar 2020 10:30;2278619;21.01.2020 10:30:00;2820317;2396306
1. Dezember 2020 09:30;2257347;01.12.2020 09:30:00;2891515;2396338
2. Februar 2010 10:30;2254830;02.02.2010 10:30:00;2481633;2396456
11. Januar 2011 18:00;2259074;11.01.2011 18:00:00;2497566;2396471
25. Februar 2011 09:45;2253803;25.02.2011 09:45:00;1909824;2396483
30. November 2010 14:00;2269016;30.11.2010 14:00:00;2461385;2396508
20. Januar 2020 08:45;2277660;20.01.2020 08:45:00;3304925;2396532
14. Januar 2021 10:00;2245791;14.01.2021 10:00:00;2451503;2396572
24. Januar 2020 08:45;2272543;24.01.2020 08:45:00;3189061;2396593
23. Februar 2011 09:15;2256838;23.02.2011 09:15:00;2114651;2396594
25. Januar 2010 11:00;2262428;25.01.2010 11:00:00;2611172;2396637
25. Januar 2021 10:15;2271055;25.01.2021 10:15:00;2985655;2396645
27. Januar 2010 14:15;2250636;27.01.2010 14:15:00;2372310;2396654
10. Februar 2010 11:15;2253231;10.02.2010 11:15:00;2551708;2396671
4. Dezember 2020 10:45;2263562;04.12.2020 10:45:00;2762889;2396701
2. Februar 2010 09:45;2261147;02.02.2010 09:45:00;2499577;2396718
10. Februar 2010 09:30;2249293;10.02.2010 09:30:00;2631031;2396750
23. Februar 2011 11:30;2253468;23.02.2011 11:30:00;2054993;2396769
1. März 2011 11:30;2249234;01.03.2011 11:30:00;2021478;2396794
19. Januar 2011 18:45;2255203;19.01.2011 18:45:00;2518240;2396812
25. Januar 2010 11:30;2264382;25.01.2010 11:30:00;2536282;2396822
10. März 2010 19:15;2255518;10.03.2010 19:15:00;2680355;2396859
25. Februar 2011 10:30;2259740;25.02.2011 10:30:00;1904379;2396871
11. Januar 2011 18:15;2256245;11.01.2011 18:15:00;2672323;2396872
24. Januar 2020 09:15;2270881;24.01.2020 09:15:00;3161877;2396895
19. Januar 2010 18:15;2258846;19.01.2010 18:15:00;2594379;2396936
23. Januar 2020 08:15;2272019;23.01.2020 08:15:00;3295579;2396944
13. Dezember 2010 13:15;2268899;13.12.2010 13:15:00;2516282;2396962
13. Januar 2010 11:15;2265673;13.01.2010 11:15:00;2286416;2396966
19. Januar 2011 10:15;2259714;19.01.2011 10:15:00;2432134;2396983
28. Januar 2020 10:30;2262230;28.01.2020 10:30:00;2388817;2397048
28. Januar 2020 11:15;2259785;28.01.2020 11:15:00;2706864;2397108
28. Februar 2011 10:30;2254750;28.02.2011 10:30:00;2148196;2397152
2. Dezember 2010 08:00;2263007;02.12.2010 08:00:00;2578282;2397166
25. Februar 2011 11:30;2260215;25.02.2011 11:30:00;1912224;2397207
21. Dezember 2010 18:15;2264566;21.12.2010 18:15:00;2955002;2397225
26. Januar 2010 14:00;2260288;26.01.2010 14:00:00;2629808;2397232
15. Februar 2010 11:15;2262486;15.02.2010 11:15:00;2395327;2397313
13. Dezember 2019 10:00;2261705;13.12.2019 10:00:00;2826949;2397315
1. Februar 2011 19:45;2248287;01.02.2011 19:45:00;2879985;2397352
3. Dezember 2010 12:30;2271422;03.12.2010 12:30:00;2844378;2397352
2. Februar 2010 18:45;2262899;02.02.2010 18:45:00;2743539;2397401
3. Dezember 2010 14:45;2258166;03.12.2010 14:45:00;2718960;2397445
16. Februar 2011 11:30;2260283;16.02.2011 11:30:00;2350680;2397445
11. März 2010 13:45;2261527;11.03.2010 13:45:00;2135744;2397650
7. Dezember 2010 11:45;2265742;07.12.2010 11:45:00;2859211;2397733
17. Dezember 2010 14:30;2268552;17.12.2010 14:30:00;2601074;2397743
2. Dezember 2020 13:30;2273703;02.12.2020 13:30:00;3020961;2397769
3. Februar 2011 13:45;2229058;03.02.2011 13:45:00;1853277;2397784
18. Januar 2010 11:45;2253326;18.01.2010 11:45:00;2154298;2397817
28. Januar 2010 19:00;2251360;28.01.2010 19:00:00;2703911;2397824
20. Januar 2020 09:45;2277155;20.01.2020 09:45:00;3204595;2397842
15. Februar 2021 08:45;2274465;15.02.2021 08:45:00;2591582;2397875
19. Januar 2011 10:00;2255356;19.01.2011 10:00:00;2396633;2397876
11. März 2010 08:45;2254902;11.03.2010 08:45:00;2392656;2397922
19. Januar 2011 10:45;2260325;19.01.2011 10:45:00;2432112;2397930
19. Januar 2010 08:45;2261199;19.01.2010 08:45:00;2308140;2397954
23. Februar 2011 10:45;2251645;23.02.2011 10:45:00;2095768;2397968
6. Dezember 2010 13:15;2269846;06.12.2010 13:15:00;2702352;2397989
21. Dezember 2010 18:00;2269224;21.12.2010 18:00:00;3044319;2397996
