Minute von Zeitstempel;Summe endverbrauchte Energie;Zeitstempel;Summe produzierte Energie;Summe verbrauchte Energie
4. Dezember 2020 19:45;2087832;04.12.2020 19:45:00;2688951;2220547
8. März 2011 18:45;2088554;08.03.2011 18:45:00;1988696;2220552
17. Februar 2021 08:15;2085454;17.02.2021 08:15:00;2504110;2220563
18. Januar 2021 20:00;2102407;18.01.2021 20:00:00;2900034;2220591
25. Januar 2011 20:45;2086005;25.01.2011 20:45:00;2018369;2220609
12. Dezember 2019 14:30;2101207;12.12.2019 14:30:00;2456361;2220631
22. November 2019 12:15;2105708;22.11.2019 12:15:00;2048272;2220648
7. November 2019 11:45;2117739;07.11.2019 11:45:00;2077398;2220674
17. Dezember 2010 21:30;2087558;17.12.2010 21:30:00;1767939;2220700
22. Januar 2011 17:45;2083563;22.01.2011 17:45:00;2270278;2220741
10. Januar 2020 09:30;2095479;10.01.2020 09:30:00;2746192;2220742
11. November 2019 09:15;2100747;11.11.2019 09:15:00;2214676;2220795
20. Januar 2020 14:30;2101055;20.01.2020 14:30:00;2430655;2220804
3. Dezember 2020 15:30;2098913;03.12.2020 15:30:00;2239628;2220837
3. Januar 2011 20:30;2093367;03.01.2011 20:30:00;1772421;2220839
11. Februar 2020 19:00;2088986;11.02.2020 19:00:00;2475893;2220842
18. Januar 2010 14:30;2085612;18.01.2010 14:30:00;1843279;2220856
4. Januar 2021 13:00;2105700;04.01.2021 13:00:00;2267262;2220863
21. November 2019 08:15;2105385;21.11.2019 08:15:00;3054967;2220880
13. Januar 2011 16:45;2092436;13.01.2011 16:45:00;1798370;2220896
27. November 2019 09:30;2096397;27.11.2019 09:30:00;1874719;2220896
18. Februar 2021 08:00;2093853;18.02.2021 08:00:00;2233606;2220916
24. Februar 2011 20:30;2084661;24.02.2011 20:30:00;1708827;2220981
17. Februar 2010 16:00;2094193;17.02.2010 16:00:00;2085735;2220993
24. August 2010 12:00;2079799;24.08.2010 12:00:00;2248985;2221010
16. März 2010 19:30;2093148;16.03.2010 19:30:00;1937393;2221031
29. Januar 2020 15:00;2090438;29.01.2020 15:00:00;2408086;2221034
25. November 2010 15:30;2104435;25.11.2010 15:30:00;2041371;2221039
9. November 2010 19:00;2102618;09.11.2010 19:00:00;2618172;2221043
1. Februar 2011 21:30;2078700;01.02.2011 21:30:00;1950724;2221064
22. Juni 2011 11:45;2064944;22.06.2011 11:45:00;2362577;2221066
12. Februar 2021 07:00;2109823;12.02.2021 07:00:00;2453167;2221066
6. März 2020 09:15;2101171;06.03.2020 09:15:00;2693672;2221086
5. März 2020 15:00;2118379;05.03.2020 15:00:00;2378110;2221217
28. November 2019 18:00;2100018;28.11.2019 18:00:00;2033076;2221247
27. Januar 2011 07:00;2090327;27.01.2011 07:00:00;1681073;2221257
26. Oktober 2020 13:00;2054782;26.10.2020 13:00:00;1877808;2221273
8. Januar 2021 17:15;2107867;08.01.2021 17:15:00;3153290;2221292
28. Oktober 2010 10:45;2102588;28.10.2010 10:45:00;2827595;2221321
27. Januar 2021 20:15;2086307;27.01.2021 20:15:00;2567273;2221343
17. März 2011 09:00;2103318;17.03.2011 09:00:00;1623597;2221373
8. Februar 2021 10:15;2106931;08.02.2021 10:15:00;2773695;2221378
26. November 2020 13:30;2076040;26.11.2020 13:30:00;2803945;2221421
14. Dezember 2020 13:45;2099591;14.12.2020 13:45:00;2013139;2221455
28. Februar 2020 09:30;2099300;28.02.2020 09:30:00;2687990;2221458
16. Dezember 2019 08:00;2095462;16.12.2019 08:00:00;2866595;2221459
17. März 2011 19:15;2102665;17.03.2011 19:15:00;2288472;2221464
7. März 2011 14:00;2089561;07.03.2011 14:00:00;1720971;2221472
17. Januar 2011 19:45;2099852;17.01.2011 19:45:00;2045597;2221528
18. November 2010 14:45;2107399;18.11.2010 14:45:00;1924751;2221529
25. November 2010 14:45;2095418;25.11.2010 14:45:00;2021454;2221532
2. Februar 2021 08:45;2099402;02.02.2021 08:45:00;2716838;2221548
21. Januar 2021 14:15;2088864;21.01.2021 14:15:00;2058116;2221553
18. März 2010 11:00;2091630;18.03.2010 11:00:00;1865176;2221557
21. November 2019 17:00;2096168;21.11.2019 17:00:00;2895532;2221566
25. Oktober 2011 10:30;2089619;25.10.2011 10:30:00;1902487;2221579
12. November 2010 12:30;2087752;12.11.2010 12:30:00;1772086;2221608
5. Januar 2010 15:15;2106112;05.01.2010 15:15:00;1714034;2221627
15. Januar 2020 18:30;2094179;15.01.2020 18:30:00;3132961;2221665
29. Oktober 2010 08:45;2103569;29.10.2010 08:45:00;2071526;2221669
8. Februar 2010 17:45;2095052;08.02.2010 17:45:00;2207944;2221692
17. März 2021 18:45;2096931;17.03.2021 18:45:00;2613326;2221708
15. Januar 2020 11:15;2086425;15.01.2020 11:15:00;2296931;2221740
26. März 2010 12:15;2093041;26.03.2010 12:15:00;1875129;2221772
21. Januar 2010 15:30;2091790;21.01.2010 15:30:00;1952018;2221795
12. Dezember 2019 20:00;2100007;12.12.2019 20:00:00;2365635;2221803
5. Mai 2010 11:30;2080519;05.05.2010 11:30:00;2751629;2221832
25. August 2011 11:45;2061339;25.08.2011 11:45:00;1972291;2221865
2. November 2010 10:45;2087160;02.11.2010 10:45:00;1782893;2221890
7. Dezember 2020 14:45;2107860;07.12.2020 14:45:00;2532906;2221913
3. Februar 2011 21:15;2063584;03.02.2011 21:15:00;1598720;2221917
20. Februar 2020 09:15;2102144;20.02.2020 09:15:00;2949871;2221960
17. März 2021 19:30;2100708;17.03.2021 19:30:00;2697749;2222062
18. November 2019 11:15;2101387;18.11.2019 11:15:00;3052513;2222062
17. Dezember 2020 19:00;2100365;17.12.2020 19:00:00;2861180;2222151
25. Januar 2010 20:00;2094545;25.01.2010 20:00:00;2357792;2222154
13. November 2019 10:45;2107405;13.11.2019 10:45:00;2661587;2222168
1. Februar 2021 19:00;2101608;01.02.2021 19:00:00;3037644;2222237
17. Februar 2021 10:15;2051894;17.02.2021 10:15:00;2213919;2222275
5. März 2010 13:15;2095463;05.03.2010 13:15:00;1674070;2222277
27. November 2019 11:00;2096567;27.11.2019 11:00:00;1840474;2222292
15. November 2019 18:00;2089716;15.11.2019 18:00:00;3198415;2222294
25. November 2020 14:00;2068078;25.11.2020 14:00:00;2481516;2222322
28. November 2019 17:30;2099553;28.11.2019 17:30:00;2017163;2222341
2. Februar 2011 21:30;2090372;02.02.2011 21:30:00;1578633;2222343
10. März 2020 16:00;2086654;10.03.2020 16:00:00;1992848;2222348
9. März 2011 19:30;2104860;09.03.2011 19:30:00;2270340;2222376
15. März 2021 14:00;2097374;15.03.2021 14:00:00;1670743;2222410
29. Januar 2021 13:15;2076013;29.01.2021 13:15:00;1958631;2222420
7. Januar 2010 13:15;2102594;07.01.2010 13:15:00;2199532;2222422
3. März 2010 08:45;2095168;03.03.2010 08:45:00;2000318;2222460
12. November 2019 08:15;2091641;12.11.2019 08:15:00;2949120;2222467
24. Januar 2020 17:30;2107976;24.01.2020 17:30:00;2929826;2222470
4. Februar 2020 16:45;2090484;04.02.2020 16:45:00;2052194;2222486
14. April 2010 11:45;2090953;14.04.2010 11:45:00;2093973;2222521
4. März 2010 15:15;2090366;04.03.2010 15:15:00;1983780;2222534
13. Dezember 2019 15:45;2100734;13.12.2019 15:45:00;2277107;2222595
26. November 2020 13:15;2076777;26.11.2020 13:15:00;2841306;2222619
18. Januar 2010 14:15;2094397;18.01.2010 14:15:00;1848793;2222654
4. Februar 2020 17:30;2091350;04.02.2020 17:30:00;2056413;2222670
10. Februar 2010 21:15;2083463;10.02.2010 21:15:00;1911260;2222672
27. November 2019 09:00;2098352;27.11.2019 09:00:00;1982821;2222708
4. Januar 2021 19:15;2104767;04.01.2021 19:15:00;2845098;2222708
2. November 2010 18:15;2101451;02.11.2010 18:15:00;2492616;2222721
7. Januar 2010 16:30;2110331;07.01.2010 16:30:00;2208132;2222760
25. November 2020 16:45;2088450;25.11.2020 16:45:00;2721035;2222801
31. Januar 2020 11:00;2101910;31.01.2020 11:00:00;2122278;2222806
4. Februar 2010 20:00;2093124;04.02.2010 20:00:00;2197820;2222808
17. November 2010 17:00;2102359;17.11.2010 17:00:00;2201072;2222843
8. Januar 2010 07:45;2096435;08.01.2010 07:45:00;1922474;2222855
16. Dezember 2019 18:30;2099913;16.12.2019 18:30:00;3333611;2222875
13. Dezember 2019 16:00;2095794;13.12.2019 16:00:00;2320622;2222893
17. Dezember 2020 08:00;2095910;17.12.2020 08:00:00;2450585;2222911
15. März 2010 20:00;2075386;15.03.2010 20:00:00;1858960;2222965
25. Februar 2010 09:00;2091298;25.02.2010 09:00:00;1949722;2223012
21. Januar 2020 14:00;2115458;21.01.2020 14:00:00;2414765;2223035
7. Februar 2020 18:45;2088811;07.02.2020 18:45:00;2713382;2223037
18. Januar 2011 19:45;2106902;18.01.2011 19:45:00;2163252;2223054
31. März 2011 12:00;2098455;31.03.2011 12:00:00;1902883;2223084
16. Dezember 2020 15:45;2062045;16.12.2020 15:45:00;2149204;2223107
16. Januar 2020 17:45;2091217;16.01.2020 17:45:00;3056176;2223112
7. Dezember 2010 12:45;2109299;07.12.2010 12:45:00;2478775;2223150
24. Februar 2011 07:30;2088822;24.02.2011 07:30:00;1692588;2223175
2. März 2011 14:45;2076731;02.03.2011 14:45:00;1799347;2223189
13. November 2019 19:00;2103722;13.11.2019 19:00:00;2929707;2223221
19. Januar 2021 17:15;2107635;19.01.2021 17:15:00;2745780;2223240
17. Dezember 2019 10:00;2103712;17.12.2019 10:00:00;2853843;2223263
18. November 2019 09:30;2104540;18.11.2019 09:30:00;3175110;2223270
7. Januar 2010 14:30;2101947;07.01.2010 14:30:00;2297127;2223274
7. Januar 2020 11:15;2101622;07.01.2020 11:15:00;2692406;2223283
14. Januar 2020 07:30;2095580;14.01.2020 07:30:00;2685374;2223292
3. Dezember 2020 15:45;2100448;03.12.2020 15:45:00;2228922;2223299
25. Oktober 2010 08:15;2093560;25.10.2010 08:15:00;2532179;2223306
7. Januar 2020 08:00;2100512;07.01.2020 08:00:00;2742085;2223415
17. Februar 2021 12:15;2051204;17.02.2021 12:15:00;2064266;2223437
3. März 2011 14:45;2081147;03.03.2011 14:45:00;1753227;2223452
24. November 2010 07:30;2086729;24.11.2010 07:30:00;2215532;2223475
7. Februar 2011 13:30;2086572;07.02.2011 13:30:00;1753783;2223494
13. November 2019 17:30;2105583;13.11.2019 17:30:00;3157548;2223505
2. März 2020 18:30;2096596;02.03.2020 18:30:00;3024697;2223510
19. November 2019 16:45;2102680;19.11.2019 16:45:00;3213255;2223527
15. Februar 2011 16:00;2086213;15.02.2011 16:00:00;1966509;2223530
5. März 2020 19:15;2109483;05.03.2020 19:15:00;2623424;2223557
3. Dezember 2010 20:45;2102226;03.12.2010 20:45:00;2264141;2223605
20. Februar 2020 10:00;2103208;20.02.2020 10:00:00;2938554;2223605
4. Februar 2021 08:15;2102792;04.02.2021 08:15:00;2437856;2223610
20. November 2019 18:45;2102457;20.11.2019 18:45:00;3172309;2223664
16. November 2010 13:15;2099892;16.11.2010 13:15:00;1854821;2223695
16. November 2010 16:00;2092645;16.11.2010 16:00:00;1952297;2223730
3. Dezember 2020 14:30;2103649;03.12.2020 14:30:00;2227998;2223755
26. Februar 2020 12:45;2100949;26.02.2020 12:45:00;1982908;2223761
13. Dezember 2010 22:15;2095997;13.12.2010 22:15:00;2026018;2223837
6. Januar 2010 16:45;2103923;06.01.2010 16:45:00;1791433;2223841
15. Januar 2020 18:15;2090986;15.01.2020 18:15:00;3125223;2223842
28. Februar 2011 17:00;2095648;28.02.2011 17:00:00;1911705;2223922
15. Januar 2010 19:45;2105509;15.01.2010 19:45:00;2042870;2223940
19. November 2019 17:00;2106836;19.11.2019 17:00:00;3237725;2223953
9. November 2010 10:30;2102479;09.11.2010 10:30:00;1990699;2223996
19. November 2010 08:15;2105784;19.11.2010 08:15:00;2002816;2224027
16. März 2010 14:15;2093942;16.03.2010 14:15:00;1741189;2224053
18. Januar 2011 16:15;2102877;18.01.2011 16:15:00;2040887;2224072
7. Januar 2010 14:15;2102921;07.01.2010 14:15:00;2290818;2224075
1. April 2010 12:15;2093208;01.04.2010 12:15:00;2019801;2224080
15. Februar 2010 21:15;2101980;15.02.2010 21:15:00;1894663;2224108
18. Februar 2011 14:15;2099194;18.02.2011 14:15:00;1962384;2224157
21. Januar 2010 15:00;2104030;21.01.2010 15:00:00;1986550;2224157
19. Januar 2010 20:00;2103939;19.01.2010 20:00:00;2235326;2224196
24. Oktober 2011 11:00;2097568;24.10.2011 11:00:00;1892734;2224216
28. März 2011 11:00;2106396;28.03.2011 11:00:00;1781831;2224220
26. Februar 2020 13:45;2102103;26.02.2020 13:45:00;1971457;2224224
6. März 2020 08:30;2106068;06.03.2020 08:30:00;2747831;2224235
25. August 2011 12:00;2059385;25.08.2011 12:00:00;1961567;2224257
18. Januar 2011 15:30;2094952;18.01.2011 15:30:00;1929505;2224280
18. Januar 2011 07:30;2101423;18.01.2011 07:30:00;1801641;2224287
3. März 2010 09:00;2102835;03.03.2010 09:00:00;2004429;2224293
15. Dezember 2010 22:00;2093805;15.12.2010 22:00:00;2023134;2224300
5. Januar 2011 16:00;2106778;05.01.2011 16:00:00;1706973;2224330
7. Januar 2021 12:45;2105064;07.01.2021 12:45:00;3163692;2224334
16. Dezember 2020 19:00;2099436;16.12.2020 19:00:00;2592960;2224375
23. Februar 2011 07:15;2086993;23.02.2011 07:15:00;1792725;2224382
23. Februar 2010 12:30;2100391;23.02.2010 12:30:00;1733829;2224388
23. November 2020 17:45;2110058;23.11.2020 17:45:00;2951368;2224407
8. November 2010 19:15;2097547;08.11.2010 19:15:00;2435684;2224415
7. Februar 2020 12:00;2098557;07.02.2020 12:00:00;2343640;2224437
10. Januar 2020 08:30;2096235;10.01.2020 08:30:00;3113126;2224467
20. Oktober 2010 11:15;2099670;20.10.2010 11:15:00;2675209;2224489
18. November 2010 16:15;2106394;18.11.2010 16:15:00;2046945;2224500
11. Februar 2011 07:45;2096574;11.02.2011 07:45:00;1744079;2224501
16. Januar 2020 07:45;2101137;16.01.2020 07:45:00;2879325;2224516
15. Februar 2011 07:45;2090514;15.02.2011 07:45:00;1871750;2224548
21. Januar 2020 13:00;2118401;21.01.2020 13:00:00;2499698;2224553
10. Februar 2021 15:15;2115044;10.02.2021 15:15:00;2726908;2224562
5. März 2010 19:45;2104522;05.03.2010 19:45:00;1894990;2224631
15. November 2019 12:15;2105757;15.11.2019 12:15:00;2961947;2224632
25. Februar 2010 18:15;2084238;25.02.2010 18:15:00;2023988;2224695
31. März 2011 11:45;2104116;31.03.2011 11:45:00;1931580;2224711
28. Dezember 2010 17:30;2078943;28.12.2010 17:30:00;2342899;2224749
4. Februar 2020 08:00;2071993;04.02.2020 08:00:00;2181975;2224760
10. November 2010 19:00;2097458;10.11.2010 19:00:00;2592346;2224768
27. Februar 2020 16:45;2095743;27.02.2020 16:45:00;2985533;2224785
2. Februar 2021 18:45;2079816;02.02.2021 18:45:00;2162436;2224789
30. November 2020 20:00;2097254;30.11.2020 20:00:00;2692068;2224806
25. Oktober 2011 10:45;2091945;25.10.2011 10:45:00;1904167;2224809
18. Januar 2011 14:45;2102538;18.01.2011 14:45:00;1881564;2224816
8. Januar 2020 19:00;2097644;08.01.2020 19:00:00;3257505;2224868
18. Februar 2010 13:15;2104448;18.02.2010 13:15:00;1699187;2224904
25. Oktober 2010 12:30;2094924;25.10.2010 12:30:00;2437471;2224918
2. März 2010 19:00;2103538;02.03.2010 19:00:00;1883803;2224960
3. Januar 2011 16:45;2107396;03.01.2011 16:45:00;1824905;2225006
10. Dezember 2019 16:15;2102272;10.12.2019 16:15:00;2523452;2225033
11. November 2019 11:15;2108332;11.11.2019 11:15:00;2300255;2225049
16. November 2010 19:15;2094025;16.11.2010 19:15:00;2273252;2225062
28. Februar 2020 09:45;2102966;28.02.2020 09:45:00;2696350;2225120
28. November 2019 10:00;2098738;28.11.2019 10:00:00;2071926;2225133
21. Januar 2020 12:45;2122191;21.01.2020 12:45:00;2503143;2225133
16. Dezember 2019 11:30;2096529;16.12.2019 11:30:00;3037751;2225182
20. Oktober 2010 10:30;2104169;20.10.2010 10:30:00;2669368;2225182
23. November 2020 10:30;2072138;23.11.2020 10:30:00;2592175;2225192
26. November 2019 12:00;2117536;26.11.2019 12:00:00;1994368;2225212
3. März 2020 11:30;2103600;03.03.2020 11:30:00;2981468;2225228
17. Februar 2010 17:45;2095331;17.02.2010 17:45:00;1978648;2225233
29. Januar 2010 20:00;2095262;29.01.2010 20:00:00;2036939;2225244
25. Februar 2010 10:00;2092448;25.02.2010 10:00:00;2012188;2225258
3. März 2020 08:15;2107299;03.03.2020 08:15:00;3076344;2225277
21. Oktober 2011 10:45;2092744;21.10.2011 10:45:00;2476239;2225291
15. Januar 2020 11:30;2090719;15.01.2020 11:30:00;2307589;2225379
4. Februar 2020 17:15;2092597;04.02.2020 17:15:00;2043916;2225415
2. Dezember 2019 08:00;2109633;02.12.2019 08:00:00;2638476;2225431
11. November 2019 09:30;2103762;11.11.2019 09:30:00;2199689;2225469
9. Dezember 2010 21:15;2100955;09.12.2010 21:15:00;1904196;2225588
14. Februar 2020 09:15;2095416;14.02.2020 09:15:00;3374258;2225618
21. Februar 2011 17:15;2092038;21.02.2011 17:15:00;1763218;2225635
23. November 2020 09:00;2082839;23.11.2020 09:00:00;2986961;2225648
1. Dezember 2020 20:00;2105568;01.12.2020 20:00:00;2817975;2225665
19. Januar 2011 20:15;2084232;19.01.2011 20:15:00;1979084;2225670
5. Januar 2011 07:45;2106356;05.01.2011 07:45:00;1534625;2225711
10. März 2020 16:30;2092316;10.03.2020 16:30:00;2059625;2225735
16. Februar 2011 17:00;2092678;16.02.2011 17:00:00;1993615;2225754
3. November 2010 11:30;2093087;03.11.2010 11:30:00;1986479;2225758
7. Januar 2011 11:00;2116800;07.01.2011 11:00:00;1695782;2225775
25. Februar 2010 10:30;2099882;25.02.2010 10:30:00;2012681;2225779
6. März 2020 09:00;2108695;06.03.2020 09:00:00;2750260;2225802
6. März 2020 09:30;2104659;06.03.2020 09:30:00;2691942;2225831
26. Februar 2010 08:45;2087347;26.02.2010 08:45:00;2028724;2225840
3. Dezember 2019 16:00;2107780;03.12.2019 16:00:00;2357378;2225897
16. Februar 2021 18:15;2080280;16.02.2021 18:15:00;2478293;2225967
25. Februar 2010 10:15;2092674;25.02.2010 10:15:00;2011493;2225971
15. Dezember 2020 07:45;2098893;15.12.2020 07:45:00;2159132;2225988
20. Februar 2020 08:45;2114623;20.02.2020 08:45:00;2866497;2226010
11. November 2010 17:15;2104547;11.11.2010 17:15:00;2154991;2226014
19. Januar 2021 14:15;2111954;19.01.2021 14:15:00;2359618;2226049
28. Februar 2011 17:45;2095806;28.02.2011 17:45:00;1989716;2226069
20. Januar 2020 07:30;2117601;20.01.2020 07:30:00;2690448;2226091
28. Januar 2021 19:15;2091929;28.01.2021 19:15:00;2414248;2226101
4. März 2011 19:45;2097849;04.03.2011 19:45:00;2074765;2226125
23. November 2020 18:00;2107972;23.11.2020 18:00:00;2979765;2226164
7. Januar 2021 13:45;2074181;07.01.2021 13:45:00;3036369;2226175
19. Februar 2010 16:30;2089246;19.02.2010 16:30:00;1899250;2226244
28. Januar 2020 16:00;2094153;28.01.2020 16:00:00;2209329;2226246
4. Januar 2010 12:30;2116510;04.01.2010 12:30:00;1784838;2226262
31. Januar 2020 10:00;2104991;31.01.2020 10:00:00;2348252;2226289
7. Februar 2011 18:00;2090935;07.02.2011 18:00:00;2024535;2226300
3. Dezember 2020 14:15;2108422;03.12.2020 14:15:00;2238181;2226308
8. November 2010 17:15;2097271;08.11.2010 17:15:00;2511921;2226316
9. Februar 2021 13:00;2115464;09.02.2021 13:00:00;3053524;2226331
18. Februar 2010 14:00;2107375;18.02.2010 14:00:00;1699370;2226335
3. Februar 2021 15:45;2061914;03.02.2021 15:45:00;1987101;2226336
16. Dezember 2010 23:15;2090909;16.12.2010 23:15:00;1646863;2226342
20. Januar 2021 07:15;2095959;20.01.2021 07:15:00;1991562;2226396
11. Januar 2011 19:45;2104790;11.01.2011 19:45:00;2161693;2226401
13. Januar 2010 20:15;2080417;13.01.2010 20:15:00;1903473;2226407
15. November 2010 12:15;2104137;15.11.2010 12:15:00;1910268;2226420
17. Februar 2011 14:30;2090714;17.02.2011 14:30:00;1870598;2226426
28. Oktober 2010 10:00;2103100;28.10.2010 10:00:00;2847531;2226444
7. Januar 2020 18:15;2097697;07.01.2020 18:15:00;2739989;2226452
13. Februar 2020 07:45;2111408;13.02.2020 07:45:00;2156260;2226472
22. November 2019 08:15;2102948;22.11.2019 08:15:00;2492078;2226508
19. Februar 2010 16:00;2090979;19.02.2010 16:00:00;1871779;2226528
8. November 2019 10:00;2097594;08.11.2019 10:00:00;3031140;2226539
7. Januar 2010 14:00;2107649;07.01.2010 14:00:00;2199897;2226553
28. März 2011 10:45;2100800;28.03.2011 10:45:00;1785981;2226565
14. Februar 2020 10:45;2099628;14.02.2020 10:45:00;3344787;2226591
5. Januar 2011 16:15;2109197;05.01.2011 16:15:00;1736149;2226593
26. November 2019 11:45;2119235;26.11.2019 11:45:00;2003891;2226649
14. Februar 2020 08:30;2101814;14.02.2020 08:30:00;3314471;2226651
6. Januar 2021 16:00;2082423;06.01.2021 16:00:00;2286094;2226660
3. Februar 2021 09:30;2097208;03.02.2021 09:30:00;2270020;2226660
12. Februar 2020 12:15;2083078;12.02.2020 12:15:00;1899255;2226703
28. Januar 2011 07:15;2107490;28.01.2011 07:15:00;2395573;2226710
25. November 2020 17:00;2107413;25.11.2020 17:00:00;2760012;2226738
14. Dezember 2020 13:15;2105187;14.12.2020 13:15:00;2012726;2226749
14. Januar 2011 12:30;2105643;14.01.2011 12:30:00;1774358;2226753
26. Februar 2010 09:00;2097300;26.02.2010 09:00:00;2028448;2226784
19. Januar 2021 14:00;2115366;19.01.2021 14:00:00;2493571;2226793
17. Dezember 2019 11:30;2110066;17.12.2019 11:30:00;2667884;2226813
23. November 2020 10:15;2072791;23.11.2020 10:15:00;2607194;2226886
