Minute von Zeitstempel;Summe endverbrauchte Energie;Zeitstempel;Summe produzierte Energie;Summe verbrauchte Energie
30. November 2010 08:45;2328189;30.11.2010 08:45:00;2628362;2468265
2. Dezember 2010 10:45;2336660;02.12.2010 10:45:00;2920043;2468288
9. Dezember 2010 18:00;2332211;09.12.2010 18:00:00;2856852;2468306
11. Januar 2021 09:45;2340311;11.01.2021 09:45:00;2800333;2468555
13. Dezember 2010 11:00;2337756;13.12.2010 11:00:00;2728281;2468880
1. Dezember 2020 12:15;2330470;01.12.2020 12:15:00;2747875;2468930
24. Januar 2011 08:15;2325640;24.01.2011 08:15:00;2602035;2468950
28. Januar 2011 11:45;2327466;28.01.2011 11:45:00;2414651;2468952
12. Januar 2021 11:15;2332433;12.01.2021 11:15:00;2661409;2469024
26. Januar 2011 18:30;2327567;26.01.2011 18:30:00;2663832;2469185
19. Januar 2021 09:00;2309941;19.01.2021 09:00:00;2736591;2469247
1. Februar 2011 13:30;2319863;01.02.2011 13:30:00;2682086;2469473
16. Dezember 2010 16:30;2334515;16.12.2010 16:30:00;2573479;2469737
11. Dezember 2020 11:45;2327000;11.12.2020 11:45:00;2628248;2469774
13. Dezember 2010 10:30;2332094;13.12.2010 10:30:00;2729062;2469863
24. Januar 2011 18:00;2324625;24.01.2011 18:00:00;2913135;2469896
21. Januar 2011 08:45;2325823;21.01.2011 08:45:00;2699180;2469944
3. Februar 2011 09:00;2319905;03.02.2011 09:00:00;2245004;2469945
2. Februar 2011 08:30;2321816;02.02.2011 08:30:00;2407401;2470114
6. Dezember 2010 17:15;2325064;06.12.2010 17:15:00;3123155;2470208
9. März 2010 12:00;2315988;09.03.2010 12:00:00;2425227;2470240
22. Februar 2011 12:00;2315768;22.02.2011 12:00:00;2196848;2470285
27. Januar 2010 11:00;2325946;27.01.2010 11:00:00;2802794;2470369
27. Januar 2021 09:30;2301131;27.01.2021 09:30:00;2754718;2470378
20. Januar 2011 18:15;2325605;20.01.2011 18:15:00;2683402;2470440
2. Februar 2011 18:15;2326055;02.02.2011 18:15:00;2585111;2471193
24. Februar 2011 11:45;2315568;24.02.2011 11:45:00;2032807;2471342
1. Februar 2011 14:00;2323444;01.02.2011 14:00:00;2680226;2471818
30. November 2010 09:00;2330232;30.11.2010 09:00:00;2654990;2471831
17. Dezember 2010 18:45;2328346;17.12.2010 18:45:00;2878137;2471870
1. Februar 2011 19:15;2314023;01.02.2011 19:15:00;2969417;2471897
14. Dezember 2010 14:15;2339533;14.12.2010 14:15:00;2499509;2472086
9. Dezember 2010 18:15;2340198;09.12.2010 18:15:00;2815201;2472086
2. Dezember 2010 10:30;2329255;02.12.2010 10:30:00;2917282;2472138
19. Januar 2021 08:45;2312783;19.01.2021 08:45:00;2738220;2472139
12. Februar 2021 08:45;2345021;12.02.2021 08:45:00;2657580;2472184
23. Januar 2020 10:30;2335469;23.01.2020 10:30:00;3284881;2472324
3. Februar 2011 11:45;2310992;03.02.2011 11:45:00;2219022;2472427
11. März 2010 11:45;2335438;11.03.2010 11:45:00;2567348;2472429
11. Februar 2010 11:45;2326650;11.02.2010 11:45:00;2668405;2472661
3. Februar 2011 18:15;2322149;03.02.2011 18:15:00;2375365;2472705
31. Januar 2011 08:45;2337250;31.01.2011 08:45:00;2940486;2473020
9. Dezember 2020 12:15;2331820;09.12.2020 12:15:00;2675109;2473061
12. Januar 2021 11:00;2341134;12.01.2021 11:00:00;2783183;2473084
24. Januar 2011 18:45;2331859;24.01.2011 18:45:00;3020120;2473124
27. Januar 2010 09:45;2333936;27.01.2010 09:45:00;2860704;2473223
11. Februar 2021 09:00;2304386;11.02.2021 09:00:00;3089952;2473473
2. Februar 2011 18:45;2327195;02.02.2011 18:45:00;2613899;2473527
3. Februar 2011 10:45;2323538;03.02.2011 10:45:00;2305574;2473531
1. Dezember 2010 11:15;2326761;01.12.2010 11:15:00;2788206;2473682
21. Januar 2011 09:45;2323406;21.01.2011 09:45:00;2749908;2473754
27. Januar 2011 10:45;2333943;27.01.2011 10:45:00;2178052;2473806
16. Dezember 2010 11:15;2332483;16.12.2010 11:15:00;2636786;2473866
11. Februar 2021 11:45;2310742;11.02.2021 11:45:00;2691321;2473916
12. Januar 2021 13:30;2345055;12.01.2021 13:30:00;2645509;2474193
28. Januar 2010 10:30;2323492;28.01.2010 10:30:00;2552585;2474336
21. Januar 2011 10:00;2328302;21.01.2011 10:00:00;2742625;2474488
27. Januar 2010 10:45;2333633;27.01.2010 10:45:00;2809237;2474617
25. Januar 2011 18:30;2336027;25.01.2011 18:30:00;2789304;2474781
28. Januar 2010 11:00;2332099;28.01.2010 11:00:00;2551407;2475051
11. Januar 2021 11:00;2325802;11.01.2021 11:00:00;2819850;2475071
12. Februar 2021 09:15;2352610;12.02.2021 09:15:00;2615136;2475165
6. Dezember 2010 11:00;2332341;06.12.2010 11:00:00;2817069;2475312
1. Februar 2011 09:15;2321777;01.02.2011 09:15:00;2678384;2475525
3. Dezember 2010 18:15;2341039;03.12.2010 18:15:00;3007739;2475615
15. Dezember 2010 16:30;2346088;15.12.2010 16:30:00;2854464;2475690
20. Januar 2011 12:00;2331484;20.01.2011 12:00:00;2350052;2475752
12. Januar 2021 09:45;2337627;12.01.2021 09:45:00;2919587;2475801
30. November 2010 17:00;2335277;30.11.2010 17:00:00;2840615;2475929
27. Januar 2011 11:00;2343086;27.01.2011 11:00:00;2185086;2476020
2. Dezember 2010 19:15;2335349;02.12.2010 19:15:00;3076955;2476021
2. Februar 2011 11:30;2326432;02.02.2011 11:30:00;2308968;2476037
3. Februar 2011 11:00;2324979;03.02.2011 11:00:00;2301120;2476057
17. Dezember 2010 12:15;2334214;17.12.2010 12:15:00;2831861;2476515
10. Dezember 2010 11:30;2338385;10.12.2010 11:30:00;2636165;2476517
31. Januar 2011 18:15;2332893;31.01.2011 18:15:00;3173167;2476565
6. Dezember 2010 10:45;2341007;06.12.2010 10:45:00;2829917;2476688
11. Dezember 2020 12:00;2337828;11.12.2020 12:00:00;2622298;2476772
2. Dezember 2010 10:00;2330500;02.12.2010 10:00:00;2927146;2476924
14. Dezember 2010 14:30;2333687;14.12.2010 14:30:00;2501372;2477040
31. Januar 2011 12:15;2336611;31.01.2011 12:15:00;2732167;2477405
3. Dezember 2010 17:30;2339173;03.12.2010 17:30:00;3075564;2477420
3. Dezember 2010 11:30;2329731;03.12.2010 11:30:00;3038450;2477468
3. Februar 2011 09:45;2323884;03.02.2011 09:45:00;2294439;2477512
6. Dezember 2010 11:30;2342233;06.12.2010 11:30:00;2803585;2477548
11. Januar 2021 10:15;2344314;11.01.2021 10:15:00;2824332;2477589
2. Dezember 2010 11:00;2340269;02.12.2010 11:00:00;2948770;2477612
16. Dezember 2010 11:30;2342884;16.12.2010 11:30:00;2628906;2477615
1. Dezember 2010 10:15;2328783;01.12.2010 10:15:00;2797600;2477673
1. Februar 2011 08:30;2333024;01.02.2011 08:30:00;2760741;2477713
20. Januar 2011 18:30;2332062;20.01.2011 18:30:00;2697849;2478061
4. Januar 2011 18:00;2339429;04.01.2011 18:00:00;2770679;2478127
4. Januar 2011 18:15;2338147;04.01.2011 18:15:00;2882901;2478455
1. Dezember 2010 10:00;2330991;01.12.2010 10:00:00;2807486;2478612
25. Januar 2011 09:30;2333424;25.01.2011 09:30:00;2682664;2478704
24. Januar 2011 11:15;2334631;24.01.2011 11:15:00;2734543;2478781
26. Januar 2011 12:00;2339360;26.01.2011 12:00:00;2166238;2479057
1. Dezember 2010 19:00;2317507;01.12.2010 19:00:00;3040877;2479116
30. November 2010 11:45;2335796;30.11.2010 11:45:00;2850653;2479121
15. Dezember 2010 12:45;2341502;15.12.2010 12:45:00;2769053;2479167
3. Dezember 2010 18:30;2326717;03.12.2010 18:30:00;2993515;2479214
14. Dezember 2010 14:00;2338382;14.12.2010 14:00:00;2528378;2479280
25. Januar 2011 11:30;2344512;25.01.2011 11:30:00;2543720;2479303
27. Januar 2021 11:15;2302583;27.01.2021 11:15:00;2453498;2479308
24. Januar 2011 08:30;2332345;24.01.2011 08:30:00;2627344;2479384
24. Januar 2011 11:30;2335826;24.01.2011 11:30:00;2739896;2479503
27. Januar 2010 10:00;2329911;27.01.2010 10:00:00;2864471;2479526
25. Januar 2011 08:15;2341144;25.01.2011 08:15:00;2676982;2479601
12. Januar 2021 10:45;2346193;12.01.2021 10:45:00;2797326;2479648
12. Januar 2021 10:15;2345507;12.01.2021 10:15:00;2820270;2479803
10. Dezember 2010 10:45;2337820;10.12.2010 10:45:00;2903817;2479964
28. Januar 2010 12:00;2337390;28.01.2010 12:00:00;2461013;2480249
3. Februar 2011 10:15;2333755;03.02.2011 10:15:00;2314459;2480310
3. Dezember 2010 08:15;2333897;03.12.2010 08:15:00;2977675;2480348
16. Dezember 2010 19:30;2344421;16.12.2010 19:30:00;2695576;2480417
25. Januar 2011 18:15;2340976;25.01.2011 18:15:00;2786868;2480464
3. Februar 2011 08:45;2322903;03.02.2011 08:45:00;2243792;2480550
31. Januar 2011 18:30;2338390;31.01.2011 18:30:00;3198047;2480669
2. Februar 2011 09:15;2326335;02.02.2011 09:15:00;2388876;2480846
17. Dezember 2010 11:15;2342894;17.12.2010 11:15:00;2806152;2481107
25. Januar 2011 18:00;2327260;25.01.2011 18:00:00;2657564;2481206
16. Dezember 2010 07:45;2331437;16.12.2010 07:45:00;2675888;2481274
9. Dezember 2020 11:45;2344008;09.12.2020 11:45:00;2527489;2481400
27. Januar 2021 13:15;2303130;27.01.2021 13:15:00;2834601;2481411
20. Januar 2011 11:45;2340159;20.01.2011 11:45:00;2366852;2481484
26. Januar 2011 11:45;2344239;26.01.2011 11:45:00;2192804;2481550
26. Februar 2013 12:15;2301209;26.02.2013 12:15:00;2288942;2421426
12. Dezember 2012 12:15;2301574;12.12.2012 12:15:00;2621781;2423567
3. Dezember 2012 13:30;2300828;03.12.2012 13:30:00;1993013;2428231
10. Februar 2012 17:15;2300835;10.02.2012 17:15:00;2149408;2429082
13. Dezember 2012 15:45;2307197;13.12.2012 15:45:00;2614238;2429498
25. Februar 2013 11:15;2301119;25.02.2013 11:15:00;2600241;2429947
25. Februar 2013 12:15;2301592;25.02.2013 12:15:00;2458763;2430060
27. Februar 2013 11:00;2303352;27.02.2013 11:00:00;2501509;2430119
27. Februar 2013 09:30;2301910;27.02.2013 09:30:00;2597181;2430352
21. Februar 2012 10:00;2300425;21.02.2012 10:00:00;2420365;2430785
25. Februar 2013 11:30;2306246;25.02.2013 11:30:00;2610821;2430891
25. Januar 2013 11:30;2302670;25.01.2013 11:30:00;2548079;2431530
3. Februar 2015 18:15;2303826;03.02.2015 18:15:00;2900792;2431951
26. Februar 2013 08:15;2304142;26.02.2013 08:15:00;2577250;2432098
25. Februar 2013 18:45;2304836;25.02.2013 18:45:00;2816904;2432238
10. Dezember 2012 14:00;2306242;10.12.2012 14:00:00;2168429;2432885
13. Dezember 2012 12:45;2316659;13.12.2012 12:45:00;2357605;2432971
13. Dezember 2012 15:00;2305962;13.12.2012 15:00:00;2594783;2434361
5. Dezember 2012 11:00;2300593;05.12.2012 11:00:00;2425156;2434523
12. Dezember 2012 11:15;2311107;12.12.2012 11:15:00;2732152;2434756
23. Januar 2015 11:30;2302880;23.01.2015 11:30:00;2692156;2434798
13. Dezember 2012 13:00;2315685;13.12.2012 13:00:00;2365317;2434910
28. November 2013 10:15;2302762;28.11.2013 10:15:00;2782272;2434954
10. Dezember 2012 14:15;2305590;10.12.2012 14:15:00;2187559;2434994
7. Dezember 2012 07:45;2301826;07.12.2012 07:45:00;2514822;2435208
10. Dezember 2012 13:45;2304619;10.12.2012 13:45:00;2175892;2435227
10. Dezember 2012 11:30;2301585;10.12.2012 11:30:00;2542819;2435610
11. Februar 2013 10:00;2302288;11.02.2013 10:00:00;2580463;2435685
28. November 2013 09:45;2301895;28.11.2013 09:45:00;2794976;2435876
10. Dezember 2012 11:00;2306167;10.12.2012 11:00:00;2540058;2435984
16. Januar 2013 08:45;2302019;16.01.2013 08:45:00;2752829;2436254
13. Februar 2013 19:00;2303513;13.02.2013 19:00:00;2839544;2436299
13. Dezember 2012 16:00;2302457;13.12.2012 16:00:00;2632945;2436490
14. Dezember 2012 12:00;2300563;14.12.2012 12:00:00;2353936;2436928
24. Januar 2013 08:30;2302504;24.01.2013 08:30:00;2461846;2437008
24. Januar 2013 12:15;2312900;24.01.2013 12:15:00;2445855;2437055
25. Januar 2013 11:15;2304929;25.01.2013 11:15:00;2561352;2437112
18. Januar 2013 11:30;2303731;18.01.2013 11:30:00;2698394;2437168
13. Dezember 2012 15:30;2303922;13.12.2012 15:30:00;2610416;2437323
13. Februar 2013 12:00;2302250;13.02.2013 12:00:00;2493048;2437431
24. Januar 2013 09:30;2307321;24.01.2013 09:30:00;2581621;2437516
14. Januar 2013 10:45;2304568;14.01.2013 10:45:00;2485248;2437663
27. November 2013 17:30;2300948;27.11.2013 17:30:00;2898222;2437726
7. Februar 2012 07:00;2303748;07.02.2012 07:00:00;2081500;2438030
18. Januar 2013 18:45;2304680;18.01.2013 18:45:00;3050817;2438091
27. Februar 2013 12:00;2315574;27.02.2013 12:00:00;2566595;2438102
27. Februar 2013 10:45;2313183;27.02.2013 10:45:00;2485397;2438570
14. Dezember 2012 08:15;2304468;14.12.2012 08:15:00;2644728;2438772
3. Februar 2015 18:30;2307527;03.02.2015 18:30:00;2924550;2438788
14. Dezember 2012 10:45;2301761;14.12.2012 10:45:00;2566869;2438871
6. Dezember 2012 10:45;2306290;06.12.2012 10:45:00;2628465;2439050
4. Februar 2015 08:15;2302898;04.02.2015 08:15:00;2582949;2439141
11. Dezember 2012 11:30;2309313;11.12.2012 11:30:00;2479535;2439152
16. Januar 2013 18:45;2304462;16.01.2013 18:45:00;2956426;2439211
14. Dezember 2012 09:45;2307794;14.12.2012 09:45:00;2577658;2439263
14. Februar 2013 11:00;2301776;14.02.2013 11:00:00;2410625;2439323
13. Februar 2012 17:00;2310993;13.02.2012 17:00:00;2461798;2439937
6. Dezember 2011 12:00;2304301;06.12.2011 12:00:00;2048176;2439938
9. Dezember 2013 17:45;2301462;09.12.2013 17:45:00;2663716;2440529
6. Dezember 2011 11:45;2300733;06.12.2011 11:45:00;2067925;2440688
3. Dezember 2012 14:15;2305060;03.12.2012 14:15:00;2116498;2440728
22. Februar 2013 11:30;2305220;22.02.2013 11:30:00;2457160;2440734
28. November 2013 10:45;2307344;28.11.2013 10:45:00;2786065;2440741
28. November 2013 10:30;2309275;28.11.2013 10:30:00;2786198;2440752
28. November 2013 08:30;2301060;28.11.2013 08:30:00;2718257;2441127
23. Januar 2013 09:00;2312534;23.01.2013 09:00:00;2694011;2441238
3. Dezember 2012 11:45;2317234;03.12.2012 11:45:00;2167001;2441319
7. Februar 2012 07:15;2311397;07.02.2012 07:15:00;2221720;2441409
28. November 2013 12:00;2310883;28.11.2013 12:00:00;2663463;2441427
12. Februar 2013 10:15;2301163;12.02.2013 10:15:00;2538378;2441579
6. Februar 2012 17:15;2319265;06.02.2012 17:15:00;2445375;2441606
24. Januar 2013 18:45;2318231;24.01.2013 18:45:00;2712462;2441729
14. Februar 2012 12:30;2310910;14.02.2012 12:30:00;2038550;2441734
6. Februar 2013 11:45;2305179;06.02.2013 11:45:00;2486271;2441857
10. Dezember 2012 10:00;2308905;10.12.2012 10:00:00;2392478;2441919
27. Februar 2013 11:30;2310312;27.02.2013 11:30:00;2581112;2442188
12. Februar 2013 10:45;2301663;12.02.2013 10:45:00;2533444;2442293
18. Dezember 2012 11:45;2304303;18.12.2012 11:45:00;2253793;2442328
13. Februar 2013 18:15;2301975;13.02.2013 18:15:00;2808694;2442335
14. Februar 2013 09:15;2301996;14.02.2013 09:15:00;2540639;2442374
25. Januar 2013 08:30;2312709;25.01.2013 08:30:00;2749922;2442415
13. Dezember 2012 15:15;2313454;13.12.2012 15:15:00;2614559;2442535
3. Februar 2015 09:15;2302315;03.02.2015 09:15:00;2792720;2442569
25. Januar 2013 08:15;2309259;25.01.2013 08:15:00;2716044;2442581
14. Dezember 2012 11:00;2305016;14.12.2012 11:00:00;2553481;2442886
6. Dezember 2012 12:00;2304462;06.12.2012 12:00:00;2527625;2442905
13. Februar 2012 17:45;2310103;13.02.2012 17:45:00;2512077;2443152
3. Februar 2012 17:45;2304504;03.02.2012 17:45:00;2697061;2443311
26. November 2013 17:45;2311583;26.11.2013 17:45:00;2858769;2443350
15. Januar 2013 18:00;2308362;15.01.2013 18:00:00;2802122;2443373
5. Dezember 2012 12:00;2311652;05.12.2012 12:00:00;2419565;2443580
22. Januar 2015 10:00;2303987;22.01.2015 10:00:00;2490585;2443621
11. Februar 2013 11:45;2305738;11.02.2013 11:45:00;2510514;2443653
27. November 2013 18:30;2309872;27.11.2013 18:30:00;2862066;2443730
27. November 2013 08:45;2307858;27.11.2013 08:45:00;2675258;2443859
13. März 2013 11:45;2317666;13.03.2013 11:45:00;2367920;2443909
27. November 2013 18:45;2310464;27.11.2013 18:45:00;2854219;2443995
26. November 2013 18:15;2311637;26.11.2013 18:15:00;2841706;2444041
13. Februar 2013 18:30;2310313;13.02.2013 18:30:00;2850014;2444140
14. Februar 2012 14:00;2305240;14.02.2012 14:00:00;2168585;2444254
16. Februar 2012 10:00;2305406;16.02.2012 10:00:00;2214084;2444262
10. Februar 2012 17:30;2315721;10.02.2012 17:30:00;2177007;2444422
16. Januar 2013 12:00;2303675;16.01.2013 12:00:00;2816141;2444500
4. Dezember 2013 18:30;2303783;04.12.2013 18:30:00;2740328;2444522
4. Dezember 2012 17:45;2303887;04.12.2012 17:45:00;2632584;2444615
13. Dezember 2012 14:45;2321961;13.12.2012 14:45:00;2589913;2444639
9. Dezember 2013 18:15;2304290;09.12.2013 18:15:00;2808213;2444743
13. Dezember 2012 12:30;2324348;13.12.2012 12:30:00;2372112;2444769
17. Januar 2013 19:15;2304626;17.01.2013 19:15:00;2962499;2444837
16. Januar 2013 10:45;2304400;16.01.2013 10:45:00;2877242;2444864
21. Februar 2013 12:00;2310674;21.02.2013 12:00:00;2259223;2444941
25. Februar 2013 08:30;2309389;25.02.2013 08:30:00;2608205;2444961
16. Januar 2013 09:45;2306002;16.01.2013 09:45:00;2924355;2444985
12. Februar 2013 11:45;2309287;12.02.2013 11:45:00;2524305;2445043
18. Februar 2015 09:30;2302081;18.02.2015 09:30:00;2662474;2445165
23. Januar 2015 11:15;2305222;23.01.2015 11:15:00;2711919;2445258
11. Dezember 2012 19:30;2303956;11.12.2012 19:30:00;2821404;2445307
14. Dezember 2012 11:45;2309602;14.12.2012 11:45:00;2386922;2445379
3. Dezember 2012 13:45;2309146;03.12.2012 13:45:00;2010753;2445467
23. Januar 2015 09:00;2303797;23.01.2015 09:00:00;2840521;2445607
23. Februar 2015 11:45;2305228;23.02.2015 11:45:00;2373410;2445655
4. Dezember 2013 17:45;2302062;04.12.2013 17:45:00;2804564;2445746
9. Dezember 2013 18:00;2311554;09.12.2013 18:00:00;2686916;2445751
14. Februar 2013 10:45;2306653;14.02.2013 10:45:00;2411072;2445771
11. Februar 2013 10:15;2310757;11.02.2013 10:15:00;2591578;2445846
3. Februar 2015 11:30;2304564;03.02.2015 11:30:00;2707402;2445925
2. Februar 2015 11:30;2306134;02.02.2015 11:30:00;2627971;2446191
14. Februar 2012 13:15;2309657;14.02.2012 13:15:00;2159640;2446235
23. Januar 2013 10:00;2311498;23.01.2013 10:00:00;2717327;2446249
6. Dezember 2012 10:30;2307215;06.12.2012 10:30:00;2635297;2446311
27. Januar 2012 11:45;2302347;27.01.2012 11:45:00;2300672;2446616
29. November 2012 11:45;2301055;29.11.2012 11:45:00;2257732;2446725
7. Dezember 2012 18:15;2305985;07.12.2012 18:15:00;2889705;2446838
18. Februar 2015 09:00;2301073;18.02.2015 09:00:00;2712414;2446894
13. Februar 2013 10:45;2306984;13.02.2013 10:45:00;2557747;2446926
18. Januar 2013 12:00;2315601;18.01.2013 12:00:00;2695754;2446939
28. November 2013 10:00;2308893;28.11.2013 10:00:00;2798004;2447076
21. Januar 2013 12:00;2310224;21.01.2013 12:00:00;2644178;2447230
14. Februar 2013 09:30;2310259;14.02.2013 09:30:00;2547045;2447261
26. Februar 2013 11:15;2323073;26.02.2013 11:15:00;2505781;2447362
18. Januar 2013 18:15;2315024;18.01.2013 18:15:00;3055585;2447438
10. Dezember 2013 18:00;2301616;10.12.2013 18:00:00;2770921;2447453
23. Januar 2015 09:30;2303022;23.01.2015 09:30:00;2853375;2447610
3. Februar 2012 15:00;2308470;03.02.2012 15:00:00;2327847;2447697
3. Dezember 2013 18:30;2307903;03.12.2013 18:30:00;2792165;2447716
2. Dezember 2013 18:00;2309136;02.12.2013 18:00:00;2791823;2447719
3. Dezember 2013 17:30;2304856;03.12.2013 17:30:00;2804006;2447749
12. Dezember 2012 11:30;2323409;12.12.2012 11:30:00;2742102;2447869
10. Dezember 2012 16:45;2306464;10.12.2012 16:45:00;2383775;2447875
25. Januar 2013 09:30;2314232;25.01.2013 09:30:00;2790625;2447965
13. Februar 2013 11:45;2311773;13.02.2013 11:45:00;2523775;2448117
11. Dezember 2012 09:30;2306673;11.12.2012 09:30:00;2618610;2448271
16. Januar 2013 10:30;2304925;16.01.2013 10:30:00;2880617;2448282
27. Februar 2013 09:45;2322771;27.02.2013 09:45:00;2611929;2448340
17. Januar 2013 09:15;2304891;17.01.2013 09:15:00;2840345;2448412
13. Februar 2013 09:45;2314585;13.02.2013 09:45:00;2483745;2448466
24. Januar 2013 11:15;2318913;24.01.2013 11:15:00;2467909;2448506
25. Januar 2013 08:45;2318707;25.01.2013 08:45:00;2755952;2448604
14. Januar 2013 12:00;2320439;14.01.2013 12:00:00;2497715;2448607
3. Februar 2012 14:45;2312294;03.02.2012 14:45:00;2335139;2448810
4. Februar 2015 09:15;2310930;04.02.2015 09:15:00;2580138;2448948
25. Januar 2013 12:00;2320042;25.01.2013 12:00:00;2546926;2448949
18. Januar 2013 18:30;2317824;18.01.2013 18:30:00;3065035;2448996
30. Januar 2015 10:45;2302269;30.01.2015 10:45:00;2657015;2449040
25. Januar 2013 09:15;2317959;25.01.2013 09:15:00;2775551;2449114
10. Februar 2015 08:15;2302381;10.02.2015 08:15:00;2555138;2449328
27. Februar 2013 10:00;2320769;27.02.2013 10:00:00;2606761;2449557
17. Januar 2012 18:30;2301467;17.01.2012 18:30:00;2753342;2449665
28. November 2013 18:30;2310723;28.11.2013 18:30:00;2969803;2449665
12. Dezember 2012 19:45;2318518;12.12.2012 19:45:00;2888549;2449808
10. Dezember 2014 12:00;2301780;10.12.2014 12:00:00;2853621;2449821
24. Januar 2013 17:45;2316045;24.01.2013 17:45:00;2668158;2449846
21. Januar 2013 10:15;2305717;21.01.2013 10:15:00;2700520;2449938
2. Februar 2015 10:15;2303804;02.02.2015 10:15:00;2659344;2450014
