Minute von Zeitstempel;Summe endverbrauchte Energie;Zeitstempel;Summe produzierte Energie;Summe verbrauchte Energie
7. Februar 2019 10:30;2321384;07.02.2019 10:30:00;2388547;2453117
20. Januar 2017 17:30;2313567;20.01.2017 17:30:00;2189357;2453153
26. Januar 2017 16:15;2319235;26.01.2017 16:15:00;1962422;2453153
27. Februar 2018 20:00;2321227;27.02.2018 20:00:00;3120642;2453206
1. März 2018 19:15;2316361;01.03.2018 19:15:00;2861988;2453229
2. März 2018 08:30;2317481;02.03.2018 08:30:00;2613874;2453334
22. Januar 2016 10:15;2311287;22.01.2016 10:15:00;2099145;2453379
1. März 2018 08:15;2323870;01.03.2018 08:15:00;2739455;2453452
22. Januar 2019 09:30;2334268;22.01.2019 09:30:00;2927503;2453486
5. Februar 2019 09:30;2328572;05.02.2019 09:30:00;2808710;2453755
13. Dezember 2018 09:00;2325825;13.12.2018 09:00:00;3115638;2453893
23. Februar 2018 09:15;2311732;23.02.2018 09:15:00;2751359;2453911
9. Januar 2017 12:00;2320426;09.01.2017 12:00:00;2250975;2453924
23. Januar 2019 08:45;2327063;23.01.2019 08:45:00;3318180;2454154
20. Januar 2016 09:45;2304971;20.01.2016 09:45:00;2417450;2454196
22. Januar 2019 11:45;2336331;22.01.2019 11:45:00;2698023;2454198
16. Januar 2017 14:00;2323747;16.01.2017 14:00:00;1911825;2454333
23. Januar 2019 09:45;2327720;23.01.2019 09:45:00;3343873;2454350
9. Januar 2017 10:30;2323644;09.01.2017 10:30:00;2400780;2454439
21. Januar 2016 11:00;2317291;21.01.2016 11:00:00;2840464;2454464
10. Januar 2017 09:15;2309380;10.01.2017 09:15:00;2528403;2454917
23. Januar 2017 17:30;2320352;23.01.2017 17:30:00;2321977;2454935
19. Januar 2016 17:45;2302800;19.01.2016 17:45:00;2719943;2455136
25. Januar 2019 09:30;2333309;25.01.2019 09:30:00;3205943;2455390
22. Januar 2019 10:45;2333059;22.01.2019 10:45:00;2682879;2455496
20. Januar 2016 08:45;2302205;20.01.2016 08:45:00;2438235;2455618
10. Januar 2017 12:15;2314184;10.01.2017 12:15:00;2312581;2456028
14. Januar 2016 10:30;2309366;14.01.2016 10:30:00;2019126;2456059
10. Januar 2017 11:15;2313361;10.01.2017 11:15:00;2436134;2456076
2. März 2018 08:45;2320399;02.03.2018 08:45:00;2620756;2456110
10. Januar 2017 11:30;2311200;10.01.2017 11:30:00;2432324;2456335
26. Februar 2018 12:15;2323199;26.02.2018 12:15:00;2191158;2456409
23. Februar 2018 13:15;2306875;23.02.2018 13:15:00;2272609;2456433
19. Januar 2016 18:45;2302478;19.01.2016 18:45:00;3003886;2456614
17. Januar 2018 12:00;2325460;17.01.2018 12:00:00;2251809;2456642
31. Januar 2017 11:45;2320538;31.01.2017 11:45:00;2291210;2457240
14. Januar 2016 11:45;2313275;14.01.2016 11:45:00;1939872;2457617
7. Februar 2019 10:00;2330241;07.02.2019 10:00:00;2542309;2457843
20. Januar 2017 19:15;2323981;20.01.2017 19:15:00;2350919;2457848
22. Januar 2019 10:30;2339604;22.01.2019 10:30:00;2691856;2458001
21. Januar 2016 18:15;2308568;21.01.2016 18:15:00;3072969;2458026
25. Januar 2019 08:30;2336134;25.01.2019 08:30:00;3183561;2458244
13. Dezember 2018 08:45;2333327;13.12.2018 08:45:00;3100884;2458410
7. Februar 2019 12:00;2327767;07.02.2019 12:00:00;2134858;2458474
24. Januar 2017 07:30;2317208;24.01.2017 07:30:00;2198754;2458485
22. Januar 2016 09:30;2320071;22.01.2016 09:30:00;2245091;2458501
25. Januar 2019 09:15;2334885;25.01.2019 09:15:00;3212037;2458548
22. Januar 2019 11:00;2339303;22.01.2019 11:00:00;2685246;2458593
9. Januar 2017 11:00;2324342;09.01.2017 11:00:00;2388755;2458622
7. Februar 2019 10:15;2325294;07.02.2019 10:15:00;2409951;2458762
22. Januar 2016 08:30;2322816;22.01.2016 08:30:00;2345640;2458841
2. März 2018 09:00;2322370;02.03.2018 09:00:00;2634896;2458860
15. Februar 2018 10:30;2319663;15.02.2018 10:30:00;2099828;2458867
23. Januar 2017 19:30;2317217;23.01.2017 19:30:00;2393284;2458877
5. Februar 2019 08:45;2332704;05.02.2019 08:45:00;2755867;2458942
21. Januar 2016 18:30;2315835;21.01.2016 18:30:00;3084601;2459186
24. Januar 2019 09:15;2328819;24.01.2019 09:15:00;3325473;2459295
27. Februar 2018 18:00;2316633;27.02.2018 18:00:00;3001228;2459359
23. Januar 2017 13:00;2323816;23.01.2017 13:00:00;2248835;2459383
9. Januar 2017 10:00;2324657;09.01.2017 10:00:00;2448767;2459471
13. Dezember 2018 08:30;2333100;13.12.2018 08:30:00;3098062;2459507
15. Februar 2018 10:15;2319970;15.02.2018 10:15:00;2126747;2459511
23. Januar 2019 09:00;2336134;23.01.2019 09:00:00;3328732;2459712
23. Januar 2019 10:00;2333922;23.01.2019 10:00:00;3340650;2459774
18. Januar 2016 08:00;2331940;18.01.2016 08:00:00;2064306;2459910
22. Januar 2016 10:00;2323319;22.01.2016 10:00:00;2236526;2459936
17. Januar 2017 19:45;2325594;17.01.2017 19:45:00;2454785;2459954
18. Dezember 2017 10:45;2346904;18.12.2017 10:45:00;2206024;2460027
5. Februar 2019 09:00;2335121;05.02.2019 09:00:00;2765673;2460161
9. Januar 2017 11:45;2326310;09.01.2017 11:45:00;2249088;2460436
31. Januar 2019 11:00;2330382;31.01.2019 11:00:00;3079281;2460819
23. Januar 2017 12:45;2321397;23.01.2017 12:45:00;2265805;2460841
24. Januar 2019 12:00;2328129;24.01.2019 12:00:00;3370443;2460860
26. Februar 2018 14:00;2316074;26.02.2018 14:00:00;2071949;2461089
14. Januar 2016 10:00;2318234;14.01.2016 10:00:00;2137503;2461178
26. Januar 2017 15:15;2329687;26.01.2017 15:15:00;1775336;2461208
13. Dezember 2017 08:00;2305642;13.12.2017 08:00:00;2351806;2461538
11. Dezember 2017 11:00;2303020;11.12.2017 11:00:00;2072652;2461546
23. Februar 2018 13:45;2310987;23.02.2018 13:45:00;2250807;2461548
20. Januar 2016 09:00;2307897;20.01.2016 09:00:00;2443509;2461743
26. Januar 2017 15:00;2326425;26.01.2017 15:00:00;1783830;2461752
14. Januar 2016 09:45;2310296;14.01.2016 09:45:00;2143339;2461785
26. Februar 2018 13:15;2317306;26.02.2018 13:15:00;2187493;2461890
5. Februar 2019 09:45;2335380;05.02.2019 09:45:00;2793629;2461958
13. Januar 2017 12:00;2310905;13.01.2017 12:00:00;2173993;2462149
23. Februar 2018 12:15;2308006;23.02.2018 12:15:00;2458472;2462228
17. Januar 2018 11:45;2329694;17.01.2018 11:45:00;2285896;2462234
15. Februar 2018 12:00;2319568;15.02.2018 12:00:00;2032903;2462238
21. Januar 2016 08:30;2327981;21.01.2016 08:30:00;2871571;2462273
15. Februar 2018 11:00;2323345;15.02.2018 11:00:00;2124653;2462276
18. Januar 2016 17:30;2325048;18.01.2016 17:30:00;2664444;2462279
22. Januar 2016 09:15;2315901;22.01.2016 09:15:00;2261245;2462710
26. Januar 2017 16:45;2329913;26.01.2017 16:45:00;1987030;2462716
10. Januar 2017 09:30;2319240;10.01.2017 09:30:00;2538991;2462749
14. Januar 2016 10:15;2311833;14.01.2016 10:15:00;2036052;2462875
23. Februar 2018 09:30;2319845;23.02.2018 09:30:00;2755827;2462889
18. Januar 2016 19:15;2328620;18.01.2016 19:15:00;2697241;2462906
10. Januar 2017 17:45;2311536;10.01.2017 17:45:00;2592016;2462971
28. Februar 2018 19:30;2325738;28.02.2018 19:30:00;3068941;2463028
5. Februar 2019 10:00;2339893;05.02.2019 10:00:00;2811723;2463141
22. Januar 2019 08:45;2343201;22.01.2019 08:45:00;3090087;2463210
9. Januar 2017 18:00;2324911;09.01.2017 18:00:00;2586353;2463237
22. Januar 2019 09:45;2343116;22.01.2019 09:45:00;2922220;2463274
9. Januar 2017 10:15;2326851;09.01.2017 10:15:00;2411609;2463434
25. Januar 2019 09:45;2338696;25.01.2019 09:45:00;3184817;2463498
28. Februar 2018 07:30;2328119;28.02.2018 07:30:00;2950992;2463914
6. Februar 2019 08:45;2340082;06.02.2019 08:45:00;2505210;2464035
20. Januar 2016 10:30;2322104;20.01.2016 10:30:00;2441529;2464081
10. Januar 2017 08:30;2317526;10.01.2017 08:30:00;2444834;2464337
2. März 2018 14:00;2320396;02.03.2018 14:00:00;2498341;2464371
21. Januar 2016 10:45;2324091;21.01.2016 10:45:00;2860016;2464498
26. Februar 2018 11:15;2321958;26.02.2018 11:15:00;2561758;2464570
1. März 2018 14:15;2330305;01.03.2018 14:15:00;2645405;2464902
21. Januar 2016 09:15;2319579;21.01.2016 09:15:00;3037625;2464975
20. Januar 2016 10:45;2318300;20.01.2016 10:45:00;2439042;2465140
6. Februar 2019 10:45;2338620;06.02.2019 10:45:00;2549562;2465492
24. Januar 2019 09:30;2337424;24.01.2019 09:30:00;3335321;2466015
20. Januar 2016 10:00;2323665;20.01.2016 10:00:00;2441165;2466124
25. Januar 2019 10:00;2345750;25.01.2019 10:00:00;3160150;2466166
10. Januar 2017 08:45;2319084;10.01.2017 08:45:00;2449067;2466204
20. Januar 2016 12:00;2327036;20.01.2016 12:00:00;2283447;2466214
23. Februar 2018 13:30;2314573;23.02.2018 13:30:00;2254087;2466359
16. Januar 2017 19:15;2327747;16.01.2017 19:15:00;2253779;2466661
19. Januar 2016 12:15;2331295;19.01.2016 12:15:00;1913742;2466692
22. Februar 2018 14:15;2318999;22.02.2018 14:15:00;2187368;2466788
26. Januar 2017 14:45;2335784;26.01.2017 14:45:00;1788393;2466827
6. Februar 2019 09:30;2338097;06.02.2019 09:30:00;2715955;2467072
10. Januar 2017 18:15;2314624;10.01.2017 18:15:00;2656331;2467088
13. Januar 2017 11:45;2318063;13.01.2017 11:45:00;2198153;2467105
22. Februar 2018 13:15;2320846;22.02.2018 13:15:00;2144478;2467106
16. Januar 2017 13:45;2333301;16.01.2017 13:45:00;1954771;2467160
2. März 2018 14:15;2316969;02.03.2018 14:15:00;2500460;2467193
6. Februar 2019 09:15;2337678;06.02.2019 09:15:00;2697509;2467400
13. Dezember 2017 08:15;2319613;13.12.2017 08:15:00;2410797;2467547
19. Januar 2017 16:00;2330171;19.01.2017 16:00:00;1906145;2467590
24. Januar 2019 09:00;2338199;24.01.2019 09:00:00;3311669;2467630
26. Januar 2017 07:30;2333117;26.01.2017 07:30:00;2173095;2467728
19. Januar 2016 08:00;2329336;19.01.2016 08:00:00;2446896;2467908
26. Januar 2017 19:45;2328673;26.01.2017 19:45:00;2025978;2468102
18. Dezember 2017 10:00;2346593;18.12.2017 10:00:00;2376062;2468311
25. Januar 2019 08:45;2346141;25.01.2019 08:45:00;3179481;2468565
12. Dezember 2017 18:15;2300808;12.12.2017 18:15:00;3039002;2468609
9. Januar 2017 18:15;2327508;09.01.2017 18:15:00;2563269;2468973
13. Januar 2017 09:45;2320851;13.01.2017 09:45:00;2284490;2468975
18. Dezember 2017 10:15;2350425;18.12.2017 10:15:00;2219963;2469102
12. Dezember 2017 17:30;2305379;12.12.2017 17:30:00;2964851;2469213
20. Januar 2017 14:30;2334623;20.01.2017 14:30:00;1923874;2469229
23. Januar 2017 12:30;2328951;23.01.2017 12:30:00;2270607;2469395
15. Februar 2018 10:45;2331031;15.02.2018 10:45:00;2141347;2469401
27. Februar 2018 19:45;2336769;27.02.2018 19:45:00;3152601;2469605
21. Januar 2016 09:00;2326547;21.01.2016 09:00:00;2898102;2469668
22. Januar 2019 09:00;2347485;22.01.2019 09:00:00;3066789;2469682
18. Januar 2017 19:45;2335157;18.01.2017 19:45:00;2306326;2469684
20. Januar 2016 10:15;2320735;20.01.2016 10:15:00;2445467;2469715
24. Januar 2019 11:45;2337263;24.01.2019 11:45:00;3371032;2469756
16. Januar 2017 17:30;2331281;16.01.2017 17:30:00;2400520;2469766
26. Februar 2018 18:15;2329890;26.02.2018 18:15:00;2834584;2469896
6. Februar 2019 09:00;2345079;06.02.2019 09:00:00;2521454;2469960
23. Januar 2017 14:30;2336661;23.01.2017 14:30:00;1976735;2470110
18. Dezember 2017 10:30;2350583;18.12.2017 10:30:00;2209666;2470221
22. Februar 2018 09:30;2323635;22.02.2018 09:30:00;2461916;2470286
10. Januar 2017 18:00;2319621;10.01.2017 18:00:00;2611219;2470545
18. Januar 2016 11:30;2340681;18.01.2016 11:30:00;1901503;2470563
20. Januar 2016 11:45;2329080;20.01.2016 11:45:00;2294555;2470725
22. Januar 2016 09:45;2329296;22.01.2016 09:45:00;2246843;2470730
13. Januar 2017 11:00;2323389;13.01.2017 11:00:00;2215001;2470803
19. Januar 2017 15:45;2332190;19.01.2017 15:45:00;1903926;2470826
21. Januar 2016 10:30;2330043;21.01.2016 10:30:00;2863482;2471090
6. Februar 2019 10:15;2342705;06.02.2019 10:15:00;2557612;2471183
22. Januar 2019 10:00;2347004;22.01.2019 10:00:00;2910296;2471190
17. Januar 2017 15:30;2335370;17.01.2017 15:30:00;2186473;2471225
22. Januar 2016 09:00;2330912;22.01.2016 09:00:00;2351363;2471421
12. Dezember 2017 12:15;2307802;12.12.2017 12:15:00;2798180;2471454
22. Januar 2019 10:15;2349449;22.01.2019 10:15:00;2753078;2471502
17. Januar 2017 17:15;2340427;17.01.2017 17:15:00;2487895;2471514
18. Dezember 2017 12:00;2368081;18.12.2017 12:00:00;2329388;2471732
21. Januar 2016 08:45;2333313;21.01.2016 08:45:00;2879338;2471836
20. Januar 2016 11:00;2317993;20.01.2016 11:00:00;2434280;2471967
26. Februar 2018 19:45;2333466;26.02.2018 19:45:00;3056457;2471994
19. Januar 2017 16:45;2329491;19.01.2017 16:45:00;1998105;2472178
25. Januar 2017 17:15;2339813;25.01.2017 17:15:00;2236830;2472255
2. März 2018 11:30;2335708;02.03.2018 11:30:00;2590183;2472358
7. Dezember 2017 09:00;2303572;07.12.2017 09:00:00;2649163;2472514
25. Januar 2019 09:00;2346790;25.01.2019 09:00:00;3181649;2472612
19. Januar 2017 16:30;2335494;19.01.2017 16:30:00;1997505;2472834
28. Februar 2018 19:15;2333328;28.02.2018 19:15:00;3075657;2473033
7. Dezember 2017 08:30;2301397;07.12.2017 08:30:00;2637631;2473128
27. Februar 2018 14:30;2331914;27.02.2018 14:30:00;2463209;2473164
21. Januar 2016 09:30;2323983;21.01.2016 09:30:00;3054026;2473194
19. Januar 2016 18:15;2318864;19.01.2016 18:15:00;2991050;2473202
19. Januar 2017 17:00;2342172;19.01.2017 17:00:00;2025200;2473394
6. Februar 2019 10:30;2346173;06.02.2019 10:30:00;2533816;2473469
12. Dezember 2017 17:45;2311340;12.12.2017 17:45:00;2970834;2473576
2. März 2018 09:15;2333323;02.03.2018 09:15:00;2760780;2473631
7. Dezember 2017 08:45;2303909;07.12.2017 08:45:00;2668763;2473692
24. Januar 2019 08:45;2344600;24.01.2019 08:45:00;3303129;2473720
10. Januar 2017 09:00;2330132;10.01.2017 09:00:00;2464080;2473750
15. Februar 2018 11:45;2334159;15.02.2018 11:45:00;2049394;2473891
26. Januar 2017 17:00;2337545;26.01.2017 17:00:00;2002039;2473917
2. März 2018 11:15;2337021;02.03.2018 11:15:00;2588500;2473921
2. März 2018 13:15;2336939;02.03.2018 13:15:00;2522430;2474029
6. Februar 2019 09:45;2348853;06.02.2019 09:45:00;2736614;2474271
13. Dezember 2017 08:30;2324672;13.12.2017 08:30:00;2430391;2474537
18. Dezember 2017 11:45;2367735;18.12.2017 11:45:00;2330518;2474585
24. Januar 2019 11:00;2344746;24.01.2019 11:00:00;3343240;2474871
21. Januar 2016 09:45;2329395;21.01.2016 09:45:00;3064062;2475125
26. Februar 2018 13:30;2326525;26.02.2018 13:30:00;2196321;2475163
26. Februar 2018 13:45;2329320;26.02.2018 13:45:00;2121203;2475217
18. Dezember 2017 11:00;2355146;18.12.2017 11:00:00;2234206;2475382
2. März 2018 09:30;2338559;02.03.2018 09:30:00;2792145;2475774
23. Februar 2018 11:15;2327570;23.02.2018 11:15:00;2515917;2475873
23. Januar 2017 14:15;2337451;23.01.2017 14:15:00;2004485;2476119
22. Februar 2018 12:15;2325073;22.02.2018 12:15:00;2106541;2476157
13. Dezember 2017 09:00;2326094;13.12.2017 09:00:00;2439736;2476199
6. Dezember 2017 08:30;2305557;06.12.2017 08:30:00;2433233;2476303
27. Februar 2018 13:00;2333605;27.02.2018 13:00:00;2972649;2476582
10. Januar 2017 10:00;2328487;10.01.2017 10:00:00;2546065;2476736
27. Februar 2018 18:15;2338632;27.02.2018 18:15:00;3105707;2476856
17. Januar 2017 15:15;2344334;17.01.2017 15:15:00;2177074;2477366
19. Januar 2017 15:30;2338129;19.01.2017 15:30:00;1907510;2477496
16. Januar 2017 13:30;2346154;16.01.2017 13:30:00;1958763;2477822
2. März 2018 13:45;2340821;02.03.2018 13:45:00;2505140;2477931
13. Januar 2017 10:00;2323969;13.01.2017 10:00:00;2280141;2477952
1. März 2018 08:30;2345249;01.03.2018 08:30:00;2764398;2478083
19. Januar 2016 18:00;2328639;19.01.2016 18:00:00;2771299;2478116
19. Januar 2017 15:00;2338112;19.01.2017 15:00:00;1920720;2478396
16. Januar 2017 08:00;2341005;16.01.2017 08:00:00;2116043;2478403
2. März 2018 12:15;2341874;02.03.2018 12:15:00;2535289;2478447
13. Dezember 2017 08:45;2330039;13.12.2017 08:45:00;2440485;2478688
11. Dezember 2017 12:00;2318954;11.12.2017 12:00:00;2149848;2479049
6. Dezember 2017 10:00;2303788;06.12.2017 10:00:00;2492747;2479075
28. Februar 2018 12:15;2341192;28.02.2018 12:15:00;2969516;2479076
19. Januar 2017 16:15;2344207;19.01.2017 16:15:00;1986758;2479093
6. Februar 2019 10:00;2351240;06.02.2019 10:00:00;2742850;2479145
26. Februar 2018 08:15;2340854;26.02.2018 08:15:00;2700159;2479231
21. Januar 2016 10:15;2337969;21.01.2016 10:15:00;2890918;2479372
24. Januar 2019 10:45;2343957;24.01.2019 10:45:00;3329070;2479436
24. Januar 2019 09:45;2347202;24.01.2019 09:45:00;3344119;2479604
12. Dezember 2017 18:00;2314835;12.12.2017 18:00:00;2975253;2479949
25. Januar 2017 16:45;2345497;25.01.2017 16:45:00;2008734;2479988
13. Januar 2017 10:45;2328435;13.01.2017 10:45:00;2219946;2480198
12. Dezember 2017 11:15;2313326;12.12.2017 11:15:00;2904423;2480437
23. Januar 2017 07:45;2338336;23.01.2017 07:45:00;2150287;2480714
24. Januar 2017 17:15;2343456;24.01.2017 17:15:00;2323049;2480888
18. Januar 2016 08:15;2346399;18.01.2016 08:15:00;2306841;2481110
25. Januar 2017 19:45;2340959;25.01.2017 19:45:00;2371184;2481114
19. Januar 2017 17:15;2347767;19.01.2017 17:15:00;2171937;2481256
1. März 2018 14:00;2346654;01.03.2018 14:00:00;2691896;2481329
22. Februar 2018 13:30;2334180;22.02.2018 13:30:00;2160514;2481347
17. Januar 2017 16:00;2346104;17.01.2017 16:00:00;2200647;2481476
17. Januar 2017 16:30;2343855;17.01.2017 16:30:00;2248387;2481951
11. Dezember 2017 11:45;2318683;11.12.2017 11:45:00;2166141;2481983
17. Januar 2017 16:45;2345418;17.01.2017 16:45:00;2251318;2482100
22. Januar 2016 08:45;2339405;22.01.2016 08:45:00;2371640;2482375
27. Februar 2018 12:30;2339515;27.02.2018 12:30:00;2987761;2482383
22. Februar 2018 09:45;2339612;22.02.2018 09:45:00;2462126;2482435
27. Januar 2017 11:30;2346884;27.01.2017 11:30:00;1882096;2482517
26. Februar 2018 11:30;2340464;26.02.2018 11:30:00;2447275;2482547
17. Januar 2017 17:00;2348846;17.01.2017 17:00:00;2282678;2482755
17. Januar 2017 15:00;2346048;17.01.2017 15:00:00;2011855;2483158
27. Februar 2018 12:45;2339248;27.02.2018 12:45:00;2990288;2483318
2. März 2018 13:30;2341559;02.03.2018 13:30:00;2520955;2483322
19. Januar 2017 19:30;2349590;19.01.2017 19:30:00;2276651;2483322
19. Januar 2016 18:30;2324942;19.01.2016 18:30:00;3030553;2483504
27. Februar 2018 14:15;2341435;27.02.2018 14:15:00;2508662;2483652
24. Januar 2019 10:00;2353097;24.01.2019 10:00:00;3341159;2483757
28. Februar 2018 11:15;2346820;28.02.2018 11:15:00;2904271;2483770
27. Januar 2017 11:15;2348087;27.01.2017 11:15:00;1894090;2483806
17. Januar 2017 12:45;2354687;17.01.2017 12:45:00;2079542;2483959
23. Februar 2018 09:45;2339199;23.02.2018 09:45:00;2744746;2484006
24. Januar 2019 10:30;2351447;24.01.2019 10:30:00;3357317;2484188
18. Januar 2016 12:00;2353648;18.01.2016 12:00:00;1874329;2484223
12. Dezember 2017 10:00;2313302;12.12.2017 10:00:00;2981715;2484494
17. Januar 2017 16:15;2347500;17.01.2017 16:15:00;2237778;2484513
6. Dezember 2017 09:00;2312199;06.12.2017 09:00:00;2444850;2484558
19. Januar 2016 11:15;2342535;19.01.2016 11:15:00;2327093;2484567
6. Dezember 2017 11:45;2320145;06.12.2017 11:45:00;2351818;2484726
6. Dezember 2017 12:00;2317130;06.12.2017 12:00:00;2347418;2484844
24. Januar 2017 15:30;2347056;24.01.2017 15:30:00;2026467;2484965
13. Januar 2017 10:30;2334699;13.01.2017 10:30:00;2230725;2485011
25. Januar 2017 16:00;2348393;25.01.2017 16:00:00;2039027;2485161
22. Februar 2018 14:00;2334467;22.02.2018 14:00:00;2163543;2485186
14. Dezember 2017 12:00;2315068;14.12.2017 12:00:00;2540894;2485190
22. Februar 2018 13:45;2334359;22.02.2018 13:45:00;2166070;2485462
24. Januar 2017 15:45;2345550;24.01.2017 15:45:00;2033104;2485485
24. Januar 2019 10:15;2347728;24.01.2019 10:15:00;3358641;2485882
26. Januar 2017 17:30;2350933;26.01.2017 17:30:00;2154148;2487239
19. Januar 2017 12:45;2355293;19.01.2017 12:45:00;1992980;2487357
18. Januar 2017 15:45;2347215;18.01.2017 15:45:00;1866562;2487375
20. Januar 2017 19:00;2350464;20.01.2017 19:00:00;2405096;2487380
10. Januar 2017 09:45;2339108;10.01.2017 09:45:00;2552278;2487540
24. Januar 2017 19:30;2344438;24.01.2017 19:30:00;2381552;2487676
18. Januar 2016 19:00;2355953;18.01.2016 19:00:00;2838128;2488056
18. Januar 2017 15:30;2348372;18.01.2017 15:30:00;1866012;2488294
19. Januar 2017 15:15;2343858;19.01.2017 15:15:00;1910841;2488328
6. Dezember 2017 11:00;2321240;06.12.2017 11:00:00;2460339;2488406
20. Januar 2017 14:00;2352892;20.01.2017 14:00:00;1952143;2488469
23. Januar 2017 13:15;2348468;23.01.2017 13:15:00;2181812;2488472
28. Februar 2018 11:30;2352245;28.02.2018 11:30:00;2915239;2488523
18. Januar 2016 17:45;2347813;18.01.2016 17:45:00;2679225;2488842
24. Januar 2017 17:00;2350254;24.01.2017 17:00:00;2100308;2489000
10. Januar 2017 10:45;2341951;10.01.2017 10:45:00;2483391;2489069
1. März 2018 08:45;2354477;01.03.2018 08:45:00;2773848;2489163
17. Januar 2017 07:45;2356238;17.01.2017 07:45:00;2266980;2489420
17. Januar 2017 14:45;2355533;17.01.2017 14:45:00;2008441;2489480
26. Januar 2017 19:30;2351929;26.01.2017 19:30:00;2036508;2489630
10. Januar 2017 10:15;2337718;10.01.2017 10:15:00;2483694;2489655
24. Januar 2017 15:15;2348643;24.01.2017 15:15:00;2008161;2489884
18. Januar 2016 11:45;2363886;18.01.2016 11:45:00;1908850;2489928
21. Januar 2016 10:00;2338228;21.01.2016 10:00:00;3047965;2489962
27. Januar 2017 07:45;2349486;27.01.2017 07:45:00;2052996;2490037
24. Januar 2017 16:45;2349689;24.01.2017 16:45:00;2049131;2490123
6. Dezember 2017 10:15;2310169;06.12.2017 10:15:00;2494291;2490363
23. Februar 2018 11:30;2340840;23.02.2018 11:30:00;2505859;2490541
6. Dezember 2017 08:45;2318051;06.12.2017 08:45:00;2442614;2491256
10. Januar 2017 11:00;2343071;10.01.2017 11:00:00;2482114;2491387
23. Januar 2017 17:45;2351945;23.01.2017 17:45:00;2356370;2491484
23. Januar 2017 19:15;2347071;23.01.2017 19:15:00;2435689;2491516
2. März 2018 11:45;2349284;02.03.2018 11:45:00;2606918;2491545
25. Januar 2017 17:00;2358808;25.01.2017 17:00:00;2035880;2491612
27. Februar 2018 13:15;2344359;27.02.2018 13:15:00;2875255;2491630
17. Januar 2017 13:00;2357189;17.01.2017 13:00:00;2069071;2491758
27. Januar 2017 12:00;2357382;27.01.2017 12:00:00;1889550;2491820
16. Januar 2017 08:15;2352204;16.01.2017 08:15:00;2213772;2491827
25. Januar 2017 19:30;2356764;25.01.2017 19:30:00;2384170;2492023
19. Januar 2017 14:45;2355633;19.01.2017 14:45:00;1935178;2492187
10. Januar 2017 12:00;2349303;10.01.2017 12:00:00;2455533;2492367
26. Januar 2017 14:30;2359387;26.01.2017 14:30:00;1796996;2492623
17. Januar 2017 15:45;2353257;17.01.2017 15:45:00;2204109;2492756
20. Januar 2017 07:45;2360337;20.01.2017 07:45:00;2259738;2492900
23. Februar 2018 10:00;2345993;23.02.2018 10:00:00;2733507;2492924
18. Januar 2017 16:30;2352212;18.01.2017 16:30:00;1969839;2493155
25. Januar 2017 16:30;2357784;25.01.2017 16:30:00;2021061;2493259
19. Januar 2017 13:00;2361666;19.01.2017 13:00:00;1993268;2493381
27. Februar 2018 07:45;2349574;27.02.2018 07:45:00;3042185;2493583
13. Januar 2017 10:15;2337330;13.01.2017 10:15:00;2268645;2493628
16. Januar 2017 12:15;2357765;16.01.2017 12:15:00;2197896;2493754
25. Januar 2017 15:45;2361740;25.01.2017 15:45:00;2032525;2493805
1. März 2018 09:00;2362021;01.03.2018 09:00:00;2783876;2493839
1. März 2018 12:45;2357906;01.03.2018 12:45:00;2703468;2493855
26. Januar 2017 13:00;2354524;26.01.2017 13:00:00;1780019;2494229
20. Januar 2017 18:45;2357686;20.01.2017 18:45:00;2412578;2494265
1. März 2018 13:00;2358428;01.03.2018 13:00:00;2730002;2494641
26. Februar 2018 12:00;2354980;26.02.2018 12:00:00;2422940;2494831
23. Januar 2017 14:00;2354952;23.01.2017 14:00:00;2152056;2495125
18. Januar 2017 16:00;2354745;18.01.2017 16:00:00;1870280;2495270
12. Dezember 2017 10:15;2329375;12.12.2017 10:15:00;2953498;2495993
16. Januar 2017 11:15;2355721;16.01.2017 11:15:00;2299659;2496292
19. Januar 2016 08:15;2345390;19.01.2016 08:15:00;2653516;2496542
16. Januar 2017 19:00;2354879;16.01.2017 19:00:00;2341319;2496546
22. Februar 2018 10:00;2352021;22.02.2018 10:00:00;2467851;2496748
20. Januar 2017 13:00;2358861;20.01.2017 13:00:00;2136047;2496854
25. Januar 2017 16:15;2361402;25.01.2017 16:15:00;2020667;2497025
19. Januar 2016 08:30;2346631;19.01.2016 08:30:00;2673900;2497215
22. Februar 2018 11:15;2325441;22.02.2018 11:15:00;2225450;2497333
19. Januar 2016 11:30;2356991;19.01.2016 11:30:00;2332357;2497475
12. Dezember 2017 10:30;2328286;12.12.2017 10:30:00;2936112;2497492
24. Januar 2017 15:00;2356734;24.01.2017 15:00:00;1937320;2498214
18. Januar 2017 15:00;2357181;18.01.2017 15:00:00;1891246;2498223
1. März 2018 13:15;2365437;01.03.2018 13:15:00;2717211;2498512
14. Dezember 2017 11:45;2328769;14.12.2017 11:45:00;2562634;2498714
24. Januar 2017 16:15;2361582;24.01.2017 16:15:00;2062227;2498726
23. Februar 2018 11:00;2350924;23.02.2018 11:00:00;2682036;2499114
27. Februar 2018 13:45;2358670;27.02.2018 13:45:00;2871387;2499128
18. Januar 2017 15:15;2357357;18.01.2017 15:15:00;1873129;2499427
20. Januar 2017 14:15;2358632;20.01.2017 14:15:00;1952269;2499439
28. Februar 2018 18:30;2352192;28.02.2018 18:30:00;3058175;2499446
